Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,,,,,,,,,
Double Feature Cupcakes with Mexican Hot Chocolate Frosting,approximately about 12 cupcakes,"[{'main': ['1/2 cup milk chocolate chips', '1 cup unsalted butter', '1 teaspoon vanilla extract', '1 cup sugar', '3 large eggs', '3/4 cup all purpose flour', '1/3 cup unsweetened cocoa powder', '1 teaspoon baking powder', '1/8 teaspoon salt', '12 peanut butter cups']}, {'frosting': ['1 package cream cheese at room temperature', '1/2 cup unsalted butter at room temperature', '1 teaspoon chili powder', '1/2 teaspoon ground cinnamon', '1/4 teaspoon salt', '1 teaspoon vanilla extract', '3 cups confectioners sugar sifted', '3 ounces unsweetened chocolate melted']}]","['Preheat the oven to 350 degrees F. Line a standard cupcake pan with liners.', 'To prepare the cupcake batter In a large heat resistant bowl combine the chocolate and butter over a pot of simmering water without letting the bottom touch the water.', 'Stir gently until melted and well combined.', 'You may use a microwave if preferable.', 'Remove chocolate from heat and stir in the vanilla.', 'Add the sugar.', 'Beat with a handheld electric mixture until smooth and combined about 3 minutes.', 'Add the eggs 1 at a time mixing for 20 seconds between each egg to incorporate.', 'In a separate bowl sift together the flour cocoa powder baking powder and salt.', 'Mix until well blended.', 'Using ladle or small measuring cup fill the cupcake cups 2/3 of the way full.', 'Place a peanut butter cup in the center of each cup and press down slightly.', 'Bake until the cupcakes are firm to the touch about 20 minutes.', 'To prepare the frosting Using a handheld electric beater cream the cream cheese and butter together thoroughly.', 'Add the chili power and cinnamon mixing to incorporate.', 'Add the salt vanilla and confectioners sugar.', 'Finally mix in the melted chocolate and blend thoroughly until smooth.', 'If additional thickening is needed add more sifted confectioners sugar a little at a time until a spreadable consistency is reached.']",https://www.foodnetwork.com/recipes/ingrid-hoffmann/double-feature-cupcakes-with-mexican-hot-chocolate-frosting-recipe0-1937967,"['Chocolate Cupcake', 'Cupcake', 'Chocolate Frosting', 'Cream Cheese Frosting', 'Baking', 'Dessert', 'American', 'Cream Cheese Recipes', 'Sugar', 'Recipes for Parties']",,,,,,,,,,,,,,,,,,
Double Raspberry Cream Filled Cupcakes,27 Cupcakes,"[{'main': ['1 package cream cheese softened', '1/2 cup butter softened', '1 1/4 cup sugar', '2 eggs', '1/4 cup milk', '1 teaspoon Spice Islands Pure Almond Extract', '2 cups all purpose flour', '1 teaspoon Argo Baking Powder', '1/2 teaspoon baking soda', '1/4 teaspoon salt', 'Raspberry Filling', '1 egg', '3 tablespoons fresh OR frozen raspberries', '1/3 cup sugar', 'Raspberry Frosting', '3 cups powdered sugar', '1/4 cup butter softened', '2 tablespoons raspberry jam OR fresh or frozen raspberries', '1 teaspoon Spice Islands Pure Vanilla Extract', '1 to 3 tablespoons milk']}]","['Preheat oven to 325 F. Mix cream cheese butter and sugar using an electric mixer.', 'Add eggs milk and almond extract mix thoroughly.', 'Stir in remaining ingredients.', 'Batter will be stiff.', 'Grease and flour muffin pans or line cups with paper liners.', 'Fill cups 1/2 full.', 'Batter will be fairly stiff.', 'Make an indentation in the center of each cupcake using the tip of a spoon.', 'Combine all filling ingredients in medium bowl and beat with mixer.', 'Add a dollop to the center of each cupcake.', 'Bake for 25 to 30 minutes or until done.', 'Let cool 10 minutes in pan.', 'Remove warm cakes from pan and finish cooling on wire rack.', 'Frost cupcakes when cool.', 'Refrigerate cupcakes until ready to serve.', 'Frosting Combine all ingredients except milk in medium bowl.', 'Beat with electric mixer gradually adding milk until frosting is creamy.']",https://www.foodnetwork.com/recipes/double-raspberry-cream-filled-cupcakes-3416426,"['Cupcake', 'Fruit', 'Raspberry Recipes', 'Almond Recipes', 'Nut Recipes', 'Dessert']",,,,,,,,,,,,,,,,,,
Chocolate Sweet Potato Cupcakes,14 servings,"[{'main': ['1 1/2 cups all purpose flour', '1 cup sugar', '1/3 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup water', '1/4 cup canola oil', '2 tablespoons white or apple cider vinegar', '2 teaspoons pure vanilla extract', '3/4 cup pureed sweet potato']}, {'coconut_whipped_cream:': ['Two 13.5 ounce cans of coconut milk such as Thai Kitchen brand or Whole Foods 365 brand chilled in the refrigerator overnight', '1/4 cup powdered sugar', 'Chocolate shavings for garnish optional', 'Ground cinnamon for garnish optional']}]","['For the cupcakes Preheat the oven to 350 degrees F. Line two 12 cup cupcake pans with 14 cupcake liners.', 'In a large bowl whisk together the flour sugar cocoa baking soda and salt.', 'In a separate bowl whisk together the water oil vinegar vanilla and sweet potato until smooth.', 'Pour the wet mixture into the dry mixture and mix until just combined.', 'Do not overmix.', 'Fill the cupcake liners about two thirds full with the batter.', 'Bake for 20 minutes or until a toothpick inserted in the center of a cupcake comes out clean with a few crumbs clinging to it.', 'Cool the cupcakes completely before frosting.', 'For the coconut whipped cream Chill the bowl and whisk of a stand mixer in the freezer for about 10 minutes.', 'If they are not very cold the cream will not whip properly.', 'Skim the solidified coconut cream from the chilled can of coconut milk and transfer the solids to the bowl of the stand mixer.', 'Do not include any of the coconut water even if you have to leave behind a little margin of coconut cream .', 'Add the powdered sugar and whip for a few minutes until the mixture begins to stiffen and turn into whipped cream.', 'Chill the whipped cream in a covered container in the refrigerator.', 'It should firm up even more as it sits in the refrigerator for the next few hours or overnight.', 'To serve Top each cupcake with whipped cream.', 'Garnish each cupcake with chocolate shavings or a dash of ground cinnamon.']",https://www.foodnetwork.com/recipes/chocolate-sweet-potato-cupcakes-3201868,"['Chocolate Cupcake', 'Cupcake', 'Healthy', 'Sweet Potato', 'Dessert', 'Vegan']",,,,,,,,,,,,,,,,,,
Banana Toffee Cupcakes,12 cupcakes,"[{'main': ['2 ounces unsalted butter', '2 1/2 ounces light brown sugar', '2 ounces granulated sugar', '1 3/4 ounces whole egg', '6 1/4 ounces ripe banana puree', '7 ounces cake flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon ground cinnamon', '1/4 teaspoon salt', '3 1/2 ounces chocolate toffee candy bar bits', '2 ounces buttermilk']}, {'filling': ['7 ounces prepared dulce de leche', '3 1/2 ounces chocolate toffee candy bar bits']}, {'frosting': ['7 1/2 ounces butter softened', '24 ounces cream cheese', '12 ounces powdered sugar', '1 1/2 teaspoons vanilla extract', '9 ounces prepared dulce de leche', 'Freeze dried chocolate chip ice cream', 'Miniature chocolate chips']}]","['For the cupcakes Preheat the oven to 350 degrees F. Line a standard size muffin pan with 12 cupcake liners.', 'Combine the butter brown sugar and granulated sugar in the bowl of an electric stand mixer fitted with the paddle attachment.', 'Cream on medium high speed until the mixture is light and fluffy about 5 minutes.', 'Scrape down the bowl and add the egg and banana puree.', 'Cream for an additional 3 minutes.', 'Scrape down the bowl and then add the flour baking powder baking soda cinnamon and salt.', 'Mix for 30 seconds on low speed.', 'Add the toffee bits and buttermilk.', 'Stir on low speed until combined.', 'Fill the prepared cupcake liners three quarters full with batter and bake until golden brown and baked through about 25 minutes.', 'Cool the cupcakes completely.', 'For the filling Stir the dulce de leche and toffee bits together until fully combined.', 'Place in a pastry bag with a round tip large enough to allow the toffee bits to pass through without becoming lodged.', 'For the icing In a bowl of an electric mixer fitted with a paddle beat the butter on medium high speed until light and fluffy.', 'Add the cream cheese and mix on medium high speed until well combined and lump free.', 'Scrape down the sides of the mixer bowl and add the powdered sugar.', 'Stir on low speed until well combined.', 'Add the vanilla extract and beat on medium high speed for 2 minutes.', 'Remove from the mixer and stir in the dulce de leche in by hand to create a marbled appearance.', 'Place in a pastry bag fitted with a large round tip.', 'To assemble Using an apple corer remove the center core of the cupcakes and fill with dulce de leche toffee filling.', 'Pipe the caramel cream cheese icing generously on top of each cupcake.', 'Using a paring knife gently poke the freeze dried ice cream to create separated chunks.', 'Place 4 chunks on top of each cupcake.', 'Dredge the outer rim of each cupcake in the miniature chocolate chips.']",https://www.foodnetwork.com/recipes/banana-toffee-cupcakes-recipe-1924828,"['Baking', 'Dessert', 'Cream Cheese Frosting', 'Cupcake', 'Cream Cheese Recipes', 'Banana', 'Fruit']",,,,,,,,,,,,,,,,,,
School-of-Fish Cupcake Cake,18 servings,"[{'main': ['2 sticks unsalted butter at room temperature plus more for the cake pan', '2 2/3 cups all purpose flour plus more for the cake pan', '2 teaspoons baking powder', '1/2 teaspoon fine salt', '2 cups granulated sugar', '4 large eggs', '1 tablespoon pure vanilla extract', '1 cup whole milk']}, {'frosting': ['3 sticks unsalted butter at room temperature', '6 cups confectioners sugar', 'Pinch fine salt', '1 tablespoon pure vanilla extract', '1/4 cup whole milk', 'Blue food coloring for the frosting']}, {'topping': ['1/3 cup each M Ms in six colors such as light blue dark blue light green dark green pink light purple dark purple and aqua', '12 candy eyes', '24 small red cinnamon candies such as Red Hots', '7 large white gumdrops', '1 black or brown M M', '1 large red gumdrop']}]","['For the cupcakes Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with blue paper liners.', 'Butter and flour an 8 inch round cake pan and line the bottom with a round of parchment.', 'Whisk together the flour baking powder and salt in a bowl.', 'Beat the butter in a separate bowl with a electric mixer on medium high speed until smooth 1 minute.', 'Add the granulated sugar and beat until light and creamy about 3 minutes.', 'Beat in the eggs 1 at a time then beat in the vanilla.', 'Beat in the flour mixture in 3 batches on low speed alternating with the milk in 2 additions then beat on medium high speed until just combined.', 'Spread half of the batter in the cake pan and divide the remaining half among the paper liners.', 'Bake until the tops spring back and a tester inserted in the centers comes out clean 20 to 25 minutes for the cupcakes and 30 to 35 minutes for the cake layer.', 'Let cool 5 minutes in the pans then remove to a baking rack to cool completely.', 'For the buttercream Beat the butter in a bowl with an electric mixer on medium high until light about 1 minute.', 'Add the confectioners sugar vanilla and salt and beat on low to combine then increase the speed to medium high and beat until light and creamy about 3 minutes.', 'Beat in the milk a tablespoon at a time to make a spreadable frosting.', 'Add the food coloring a drop at a time to make a medium blue color.', 'Frost the cupcakes with about half of the buttercream.', 'Halve the cake layer crosswise.', 'Cut a small V from the middle of the flat side of one piece to make a fish tail.', 'Frost both layers with the remaining buttercream.', 'For the decoration Shingle the M Ms on one half of each cupcake to make the fish scales .', 'Add a candy eyeball to each.', 'Insert 2 red cinnamon candies on the opposite side from the scales to make fish lips.', 'Halve 6 of the white gumdrops crosswise then halve those pieces lengthwise to make half moons.', 'Stick 2 pieces of white gumdrop at the top and bottom of each cupcake for the fins.', 'Stick a white gumdrop near the top of the cake fish head.', 'Top with a black M M using a little frosting to make it adhere.', 'Halve the red gumdrop crosswise.', 'Halve one piece lengthwise to make half moons and stick to the rounded side of the cake fish head for lips.', 'Set the head at the left side of your serving tray.', 'Follow the head with the cupcakes to make the fish body.', 'Fit the tail on the tray at the end.', 'Shingle the remaining M Ms on the tail in stripes to make fish scales.']",https://www.foodnetwork.com/recipes/food-network-kitchen/school-of-fish-cupcake-cake-3714281,"['Cake', 'Cupcake', 'Dessert', 'Summer']",,,,,,,,,,,,,,,,,,
Cupcakes with Pineapple Filling and Strawberry and Goat Cheese Whipped Cream,30 cupcakes,"[{'filling': ['2/3 cup sugar', '2 cups drained crushed pineapple', '2 tablespoons cornstarch', '2 tablespoons unsalted butter', '2 teaspoons lemon zest', '1/4 teaspoon ginger', 'Pinch salt', '1/2 cup lemon juice']}, {'main': ['3 1/3 cups unbleached pastry flour', '2 1/2 teaspoons baking powder', '1 teaspoon sea salt', '2 cups Sauvignon Blanc', '1 tablespoon plus 1 teaspoon vanilla extract', '1 teaspoon vanilla bean paste', '1 cup unsalted butter', '2 cups sugar', '4 large eggs']}, {'sugared_almonds:': ['1 cup sliced almonds', '1/2 cup sugar', '2 tablespoons unsalted butter', '1/2 teaspoon vanilla extract', '3/4 teaspoon sea salt']}, {'goat_cheese_and_strawberry_whipped_cream:': ['3 cups heavy whipping cream', '3/4 cup goat cheese room temperature softened with the back of a spoon', '1 cup chopped strawberries']}]","['For the pineapple filling Combine sugar pineapple cornstarch butter lemon zest ginger and salt and cook over medium heat stirring constantly until thick and clear.', 'Stir in the lemon juice and cool completely.', 'For the cupcakes Preheat the oven to 325 degrees F. Line standard cupcake pans with 30 cupcake liners.', 'Sift the flour baking powder and sea salt into a medium bowl and whisk together.', 'In a liquid measuring cup mix the wine with the vanilla extract and vanilla paste.', 'In the bowl of an electric mixer fitted with the paddle attachment cream the butter and sugar about 5 minutes.', 'Add the eggs 1 at a time scraping down the sides of the bowl after each addition.', 'Turn the mixer to the lowest speed and alternate adding the flour mixture and wine mixture beginning and ending with the flour.', 'Fill the cupcake liners 3/4 full and bake until golden brown 18 to 22 minutes.', 'Cool the cupcakes completely.', 'For the almonds Heat the almonds sugar and butter in a heavy skillet over medium heat.', 'Cook stirring constantly until the almonds are toasted and the sugar is golden brown about 15 minutes.', 'Stir in the vanilla.', 'Spread on aluminum foil and sprinkle with the salt.', 'Let cool and then break into small clusters.', 'For the whipped cream Whip the heavy cream until fluffy.', 'Whip in the goat cheese just until incorporated.', 'Fold in the strawberries.', 'Spoon the mixture into a pastry bag fitted with a large straight pastry tip.', 'To assemble Remove a piece from the center of each cupcake and fill the cupcake with about 1 tablespoon pineapple filling.', 'Pipe a swirl of goat cheese and strawberry whipped cream onto the top of each cupcake.', 'Top each cupcake with a small amount of sugared almonds.']",https://www.foodnetwork.com/recipes/cupcakes-with-pineapple-filling-and-strawberry-and-goat-cheese-whipped-cream-recipe-2085390,"['Cupcake', 'Fruit', 'Strawberry', 'Pineapples']",,,,,,,,,,,,,,,,,,
Chocolate Chip Cookie Cupcakes,48 mini cupcakes,"[{'crust': ['1 cup all purpose flour', '1/2 teaspoon fine salt', '1/4 teaspoon baking soda', '1 stick unsalted butter at room temperature', '1/3 cup packed light brown sugar', '1/3 cup granulated sugar', '1 large egg', '1 teaspoon pure vanilla extract', '1/2 cup mini chocolate chips']}, {'main': ['1 cup all purpose flour', '3/4 teaspoon baking powder', '1/2 teaspoon fine salt', '2 large eggs at room temperature', '1/2 cup packed light brown sugar', '6 tablespoons unsalted butter melted', '1 1/2 teaspoons pure vanilla extract', '1/3 cup milk at room temperature']}, {'frosting': ['2 tablespoons cocoa powder', '1 tablespoon unsalted butter melted', '1/4 teaspoons pure vanilla extract', 'Pinch fine salt', '3/4 cup confectioners sugar', '2 tablespoons milk']}]","['Preheat the oven to 350 degrees F and position the oven rack to the middle.', 'Line two 24 cup mini muffin tins with cupcake liners.', 'For the cookie crust Combine the flour salt and baking soda in a small bowl and set aside.', 'Beat the butter and both sugars together in the bowl of a stand mixer fitted with a paddle attachment on medium high speed until creamy about 4 minutes .', 'Add the egg and vanilla and beat until incorporated about 1 minute.', 'Adjust the speed to low add the flour mixture and beat until incorporated.', 'Fold in the chocolate chips.', 'Drop 1 heaping teaspoon of cookie dough into each liner and press down firmly.', 'Bake until slightly puffed and golden 12 to 15 minutes.', 'Cool until warm to the touch and then press down the crust once more.', 'Cool completely.', 'For the brown sugar cake Whisk the flour baking powder and salt together in a medium bowl.', 'In the bowl of a stand mixer fitted with the paddle attachment beat the eggs and light brown sugar together on medium high speed until light and foamy about 2 minutes .', 'While beating gradually pour in the butter and then the vanilla.', 'While mixing slowly add half the dry ingredients then add all the milk and follow with the rest of the dry ingredients.', 'Take care not to overmix the batter.', 'Drop 1 heaping teaspoon of batter on top of each cookie crust.', 'Bake until a tester inserted in the center of the cakes comes out clean rotating the tins about halfway through 10 to 12 minutes.', 'Cool the cupcakes on a rack in the tins for 10 minutes and then remove from the tins and cool on the rack completely.', 'For the chocolate frosting Combine the cocoa powder and butter in the bowl of a stand mixer fitted with the paddle attachment .', 'Mix on low until combined.', 'Add the vanilla and salt.', 'Continue to mix on low speed and add the confectioners sugar and milk in alternating batches.', 'Increase the speed to medium high and mix until fully incorporated and smooth.', 'Fill a pastry bag fitted with a round or star tip and pipe small chocolate drops on top of each cupcake.']",https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-chip-cookie-cupcakes-3364426,"['Chocolate Cupcake', 'Cupcake', 'Baking', 'Dessert', 'Chocolate Chip Cookie']",,,,,,,,,,,,,,,,,,
Peach Mimosa Cupcakes with Champagne Meringue,24 cupcakes,"[{'main': ['7 ounces unsalted butter', '12 ounces granulated sugar', '5 1/2 ounces egg whites', '13 ounces cake flour', '3/4 ounce baking powder', '2 tablespoons peach syrup', '1 1/8 cup buttermilk', '2 peaches chopped']}, {'champagne_meringue:': ['7 ounces granulated sugar', '5 1/2 ounces egg whites', '1/2 teaspoon cream of tartar', '1/4 cup Champagne']}]","['For the peach mimosa cupcakes Preheat the oven to 275 degrees F on the convection setting.', 'Line a cupcake pan with 24 cupcake liners.', 'In a mixer with a paddle attachment cream the butter on medium for 3 minutes.', 'Gradually add in the sugar and mix for 2 minutes.', 'Scrape the bowl and add all of the egg whites and mix for 2 minutes.', 'Combine the cake flour and baking powder in a medium bowl and whisk.', 'In another bowl add the peach syrup to the buttermilk.', 'Add in one third of the dry mixture and then add one third of the buttermilk mixture.', 'Continue this process until all ingredients are incorporated.', 'Fold in the peaches.', 'Fill the prepared cupcake pan three quarters full with the cupcake batter.', 'Then bake until the top springs back to the touch about 20 minutes.', 'Let the cupcakes cool completely.', 'For the meringue Bring a small amount of water in a medium double boiler pot to a simmer.', 'In a medium bowl mix the sugar and egg whites with a whisk until combined.', 'Place the bowl on top of the double boiler and whisk constantly until the temperature reads 140 degrees F on a candy thermometer.', 'Remove from the heat and transfer to a mixer.', 'Mix on high speed with a whisk attachment for 5 minutes.', 'Add the cream of tartar.', 'Mix for 2 more minutes and slowly add in the Champagne until completely combined.', 'Mix the meringue until it is shiny and stiff peaks form.', 'To assemble Top the cooled cupcakes with the meringue and torch until slightly browned.']",https://www.foodnetwork.com/recipes/peach-mimosa-cupcakes-with-champagne-meringue-recipe-2124881,"['Baking', 'Dessert', 'Cupcake', 'Fruit', 'Peach Recipes']",,,,,,,,,,,,,,,,,,
Mini Vanilla Bean Yellow Cupcakes with Creamy Chocolate Frosting,90 mini cupcakes,"[{'frosting': ['2 1/2 sticks unsalted butter at room temperature', '1 cup confectioners sugar', '3/4 cup Dutch processed cocoa', 'Pinch fine sea salt', '1/2 cup light corn syrup', '1/2 teaspoon vanilla extract', '1 teaspoon espresso powder', '7 ounces semisweet chocolate melted and cooled']}, {'main': ['Creamy Chocolate Frosting recipe follows', '3 large egg whites room temperature', '6 large egg yolks room temperature', '1 vanilla bean split and seeds scraped', '2 teaspoons vanilla extract', '3 tablespoons vegetable oil', '1 cup buttermilk at room temperature', '1 1/4 sticks unsalted butter melted and cooled slightly', '1 3/4 cups pure cane sugar', '1/2 teaspoon fine sea salt', '1/4 teaspoon baking soda', '1 1/4 teaspoons baking powder', '2 1/2 cups cake flour', 'Baking spray with flour']}]","['Adjust the oven rack to the middle position and preheat the oven to 350 F. Fill mini muffin tins with cupcake liners and spray the liners with baking spray.', 'Whisk the flour baking powder baking soda salt and 1 1/2 cups cane sugar together in a large bowl.', 'Whisk together the melted butter buttermilk oil vanilla extract vanilla seeds and egg yolks in a medium bowl.', 'In a clean bowl of a stand mixer fitted with the whisk attachment beat the egg whites at medium high speed until foamy about 30 seconds.', 'With the machine running gradually add the remaining 1/4 cup sugar.', 'Continue to beat until stiff peaks just form 30 to 60 seconds.', 'Transfer to a separate bowl and set aside.', 'Wash the bowl and dry.', 'Add the flour mixture to the now empty mixing bowl.', 'With the mixer running at low speed with the whisk attachment gradually pour in the butter mixture and mix until almost incorporated about 15 seconds.', 'Stop the mixer and scrape the whisk and sides of the bowl.', 'Return the mixer to medium low speed and beat until smooth and fully incorporated 10 to 15 seconds.', 'Using a rubber spatula stir one third of the whites into the batter to lighten.', 'Then add the remaining whites and gently fold into the batter until no white streaks remain.', 'Fill the mini muffin tin liners three quarters full and bake until just firm 8 to 12 minutes.', 'Let cool and then frost with Creamy Chocolate Frosting.', 'Add the butter sugar cocoa and salt to a food processor.', 'Process until smooth scraping the sides of the bowl once or twice about 30 seconds.', 'Add the corn syrup vanilla and espresso powder and process just until combined about 10 seconds.', 'Scrape the sides of the bowl one more time and then drizzle in the chocolate.', 'Pulse until the frosting is creamy about 15 seconds.']",https://www.foodnetwork.com/recipes/bobby-flay/mini-vanilla-bean-yellow-cupcakes-with-creamy-chocolate-frosting-recipe-1949751,"['Chocolate Cupcake', 'Cupcake', 'Chocolate Frosting', 'Cream Cheese Frosting', 'Low Sodium']",,,,,,,,,,,,,,,,,,
Caramel Cashew Cupcake,12 cupcakes,"[{'caramel_sauce:': ['3/4 cup packed brown sugar', '1/3 cup whipping cream', '1 teaspoon vanilla', 'Pinch salt']}, {'main': ['1 cup cashews', '1 1/4 cups cake flour', '1 cup granulated sugar', '1 1/4 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup buttermilk', '1/2 cup oil', '1 teaspoon grated orange zest', '1 teaspoon vanilla extract', '2 large eggs']}, {'frosting': ['3 1/3 sticks unsalted butter at room temperature', '1 1/4 cups confectioners sugar', '1 tablespoon vanilla extract', 'Grated orange zest for garnish']}]","['Preheat the oven to 350 degrees F line a cupcake pan with 12 cupcake liners.', 'For the caramel sauce In a small heavy saucepan mix together the brown sugar cream vanilla and salt.', 'Cook over medium heat stirring occasionally until the mixture thickens and browns.', 'Set aside to cool.', 'Reserve 1/4 cup for the cake batter and 1/2 cup for the frosting set aside the rest for drizzling on top of the cupcakes.', 'For the cake batter On an ungreased baking sheet roast the cashews for 5 minutes cool and chop into pieces.', 'Reserve 1/4 cup for the batter and set aside the rest for garnishing the cupcakes.', 'Sift together the flour granulated sugar baking powder baking soda and salt in a large bowl.', 'Add the buttermilk oil orange zest vanilla extract eggs and the reserved 1/4 cup caramel sauce and 1/4 cup chopped cashews.', 'Mix until smooth and completely combined.', 'Pour the batter into the cupcake liners and bake until golden brown and risen 8 to 10 minutes.', 'Let cool completely before frosting.', 'For the caramel frosting In a medium mixing bowl using an electric mixer cream the butter.', 'Add the confectioners sugar 1/4 cup at a time and mix until completely smooth.', 'Add in the vanilla extract and reserved 1/2 cup caramel sauce and mix until combined.', 'To assemble Frost each cupcake with some of the caramel frosting.', 'Drizzle the remaining caramel over the top of each cupcake and sprinkle with the remaining chopped cashews.', 'Sprinkle with orange zest to taste.', 'Serve immediately or store in an airtight container for up to 2 days.']",https://www.foodnetwork.com/recipes/caramel-cashew-cupcake-2282157,"['Baking', 'Dessert', 'Cupcake', 'Cashew Recipes', 'Nut Recipes']",,,,,,,,,,,,,,,,,,
Mayan Macaroon Cupcakes,24 cupcakes,"[{'frosting': ['1 cup egg whites', '1/8 teaspoon cream of tartar', '2 cups sugar', '1 3/4 pounds unsalted butter cut into 1 inch pieces', '1 tablespoon vanilla extract']}, {'toasted_coconut:': ['4 cups shredded sweetened coconut']}]","['Preheat the oven to 325 degrees F. Line 2 cupcake pans with 24 cupcake liners.', 'Sift the flour cocoa powder baking powder baking soda and salt in a large bowl.', 'Set the bowl aside.', 'In the bowl of a stand mixer with a paddle attachment cream the sugar and eggs until light yellow in color about 3 minutes.', 'Add the oil and mix until incorporated.', 'Add the sifted ingredients and mix until incorporated.', 'Then add the yogurt and mix until incorporated.', 'Scrape down the sides of the bowl add the coffee cinnamon vanilla extract and ancho chile powder.', 'Mix until incorporated.', 'Fill 24 cupcake liners three quarters full of batter.', 'Bake until an inserted toothpick comes out clean for 20 minutes.', 'Let the cupcakes cool 15 minutes then pull them from the pan and place on a cooling rack or a flat sheet pan.', 'To assemble Scoop 1/4 cup Vanilla Italian Buttercream Frosting onto the middle of the cupcake.', 'Roll the cupcake upside down in bowl of Toasted Coconut until top is rounded and coated in coconut.', 'Drizzle chocolate syrup on top.', 'In the bowl of a large standing mixer combine the egg whites and cream of tartar.', 'Whip with whisk attachment at medium speed until frothy.', 'Add 1 1/2 cups sugar and whip at high speed until stiff peaks form.', 'In a saucepan on medium high heat stir the remaining 1/2 cup sugar into 1/2 cup water.', 'Place a candy thermometer in the pan.', 'When the simple syrup reaches soft ball stage immediately pour into the egg white mixture while the mixer is on low speed.', 'Once the syrup is added turn the mixer to high speed for 15 minutes or until the bottom of the mixing bowl is cool.', 'Add the butter and whip until smooth and silky.', 'Add the vanilla extract and mix until incorporated.', 'Preheat the oven to 325 degrees F. Spread the coconut out evenly on a cookie sheet forming a single layer.', 'Bake until golden brown but not scorched 12 minutes .', 'Let cool for 15 minutes.', 'Put the toasted coconut in a bowl.']",https://www.foodnetwork.com/recipes/mayan-macaroon-cupcakes-recipe-2102341,"['Chocolate Cupcake', 'Cupcake', 'Baking', 'Dessert', 'Cream Cheese Frosting', 'Coconut Recipes', 'Fruit']",,,,,,,,,,,,,,,,,,
Peanut Butter Cream-Filled Devil's Food Cupcakes,18 cupcakes,"[{'main': ['1 1/4 cups cake flour', '1/2 cup unsweetened Dutch process cocoa powder', '1 teaspoon baking soda', '1/4 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup plus 2 tablespoons unsalted butter at room temperature', '1 1/2 cups granulated sugar', '3 large eggs', '1/2 cup buttermilk', '1 cup creamy peanut butter', '1 1/4 cups sifted confectioners sugar']}, {'ganache': ['4 ounces semisweet chocolate roughly chopped', '1 teaspoon vanilla extract', '1/2 cup hot strong coffee']}, {'filling': ['1/2 cup unsalted butter at room temperature', '1/2 cup heavy cream', '1 cup roasted peanuts chopped']}]","['Preheat the oven to 325 degrees F. Line one 12 cup and one 6 cup muffin pan with paper or foil cupcake liners.', 'Make the cupcakes Sift the cake flour cocoa powder baking soda baking powder and salt together three times.', 'Beat the butter and sugar with an electric mixer at high speed for 15 seconds until combined.', 'Add the eggs one at a time beating until each is incorporated.', 'Continue beating until light and fluffy about 6 more minutes.', 'With the mixer at its lowest speed beat in one third of the flour mixture.', 'Beat in the buttermilk and vanilla then another one third of the flour mixture.', 'Beat in the coffee and then the remaining flour mixture.', 'Fill the muffin cups halfway and bake for 25 minutes or until the centers spring back when lightly pressed.', 'Set the pans on a rack to cool.', 'Make the peanut butter filling Beat the butter and peanut butter with an electric mixer at medium speed until blended.', 'Reduce the speed to low and gradually beat in the confectioners sugar.', 'Increase the speed to high and beat for 3 to 5 minutes until smooth and fluffy.', 'Spoon the filling into a pastry bag fitted with a medium plain tip.', 'Insert the tip into the top of each cooled cupcake and squeeze approximately 1 1/2 tablespoons filling into each cupcake.', 'Make the ganache frosting Place the chocolate in a medium bowl.', 'Heat the cream in a small saucepan until scalding.', 'Pour the cream over the chocolate and let sit 1 minute then whisk until smooth.', 'Let sit 10 minutes until thick but still pourable.', 'Dunk the tops of the cupcakes into the frosting to coat then place on a rack and sprinkle with the chopped peanuts.', 'Transfer to the refrigerator for 20 minutes to set.']",https://www.foodnetwork.com/recipes/bobby-flay/peanut-butter-cream-filled-devils-food-cupcakes-recipe-2107410,"['Easy Baking', 'Chocolate Cupcake', 'Cupcake', 'Peanut Butter', 'Low Sodium']",,,,,,,,,,,,,,,,,,
