Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,
Orange Cake,1 (8-inch) cake; 4 to 6 servings,"[{'syrup': ['1 orange', '1 1/2 cups orange juice', '1 1/2 cups sugar']}, {'main': ['1/2 teaspoon salt', '1/2 teaspoon baking soda', '1/2 teaspoon baking powder', '1 3/4 cups flour sifted', 'Zest of 1 orange minced', '1/2 cup olive oil', '1 cup milk', '1 1/4 cups sugar', '3 large eggs', 'Deselect All']}]","[' Preheat an oven to 400 degrees F. Butter an 8 inch cake pan with 2 inch sides then dust with sugar and flour.', 'Beat the eggs with the sugar to pale yellow ribbons.', 'Beat in the milk oil and orange zest.', 'In a small bowl sift the flour with the baking powder baking soda and salt.', 'Add the flour mixture to the egg mixture a tablespoon at a time stirring well after each addition.', 'Pour batter into prepared cake pan and bake for 45 to 55 minutes or until middle of cake springs back when lightly touched.', 'Remove cake from oven let cool slightly on a rack then invert and cool completely.', 'Meanwhile prepare the syrup Use a sharp paring knife to cut the orange rind off the orange used for zest and the remaining orange leaving the bitter white pith on the orange.', 'Cut the skin into very thin strips and reserve.', 'Cut away and discard the white pith remove the orange supremes and reserve.', 'In a large saucepan combine the orange juice sugar and thin orange strips.', 'Bring to a simmer and cook for 30 minutes or until a thick syrup.', 'Strain the syrup and reserve the orange strips along with 1/2 cup of the syrup.', 'Use a toothpick to poke holes in the top of the cake then pour the warm strained syrup all over the cake so that it soaks through.', 'Place the remaining 1/2 cup syrup in a small saucepan bring to a simmer and reduce to a few tablespoons.', 'Use a spatula to spread the thick glaze over the top of the cake.', 'Place cake on a serving platter and arrange the reserved orange strips and orange supremes on top of the cake.']",https://www.foodnetwork.com/recipes/orange-cake-recipe-1969154,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Fruit Dessert Recipes', 'Fruit', 'Baking', 'American', 'Cake', 'Sugar', 'Orange Recipes']",,,,,,,,,,
Chocolate Coconut Cake,8 to 10 servings,"[{'main': ['Nonstick spray', 'One 14 ounce bag sweetened shredded coconut', '2 teaspoons instant espresso', '1 1/4 cups water', 'One 15.25 ounce box chocolate fudge cake mix such as Betty Crocker', '1/2 cup vegetable oil', '3 eggs', 'Two 8 ounce blocks Neufchatel cream cheese at room temperature', '1 stick unsalted butter at room temperature', '1/3 cup coconut milk', '1/2 teaspoon kosher salt', '2 1/2 cups powdered sugar']}]","[' Preheat the oven to 350 degrees F. Spray two 9 inch cake pans with nonstick spray and line the bottoms with parchment paper.', 'Sprinkle half of the shredded coconut on a baking sheet.', 'Toast in the oven until golden brown stirring often about 15 minutes.', 'Let cool on the baking sheet.', 'Combine the instant espresso and water in a measuring cup stir until dissolved.', 'Add to a medium bowl along with the cake mix vegetable oil and eggs.', 'Beat for 2 minutes with a handheld mixer on medium speed.', 'Divide the batter between the prepared cake pans and smooth the tops.', 'Bake until a toothpick inserted in the center of a cake comes out clean about 25 minutes.', 'Allow the cakes to cool in the pans for 10 minutes then invert onto a baking rack and let cool completely.', 'Meanwhile combine the cream cheese butter coconut milk salt and powdered sugar in a large bowl.', 'Beat with a handheld mixer on medium speed until light fluffy and smooth about 4 minutes.', 'Stir in the remaining  coconut with a rubber spatula.', 'If the cakes have domed in the center trim to level the tops.', 'Place one cake layer up side down on a platter or plate.', 'Spoon one third of the frosting on top and spread evenly almost completely to the edge.', 'Place the other layer up side down on top pressing gently to anchor.', 'Using an offset spatula evenly frost the entire cake if the frosting gets too soft place it in the refrigerator for 15 minutes.', 'Gently press the toasted coconut around the outside of the cake and sprinkle it over the top.', 'Refrigerate for at least 1 hour before serving.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/chocolate-coconut-cake-4552733,"['Cake', 'Coconut Recipes', 'Fruit', 'Dessert']",,,,,,,,,,
Rainbow Ribbon Cake,10 servings,"[{'main': ['1 box white cake mix', '1 1/4 cups water', '1/3 cup canola oil', '3 egg whites', '1/2 teaspoon vanilla extract', '1 tablespoon each flavored gelatin lemon orange cherry grape lime and blue raspberry', '2 cups boiling water', '2 cans white whipped icing']}]","[' Colored decorating icing yellow orange red purple green blue .', 'Preheat oven to 350 degrees F. Lightly spray 2  round cake pans with cooking spray set aside.', 'In a large mixing bowl beat together cake mix water oil egg whites and vanilla on low speed using an electric mixer for 30 seconds.', 'Scrape down sides of bowl using spatula and beat on medium speed for 2 minutes.', 'Divide batter into the prepared pans evenly and bake in the oven for 32 to 36 minutes or until a toothpick inserted into the center of the cake comes out clean.', 'Use oven mitts to remove pans from oven and let cool for 10 to 15 minutes before turning over onto wire racks to cool completely.', 'Trim off the tops of the cakes to make a smooth surface.', 'Place 1 tablespoon of each flavor of gelatin in separate small bowls.', 'Stir 1/3 cup boiling water into each and stir until dissolved.', 'On the trimmed sides of the cakes splash the different gelatin all over the cakes.', 'Cover cakes separately with plastic wrap and refrigerate for 3 to 4 hours.', 'Remove cakes from refrigerator.', 'Unwrap the cakes and place 1 cake on a plate or stand and spread white icing evenly on top.', 'Place the second cake on top and finish icing cake top and sides with the white icing.', 'Randomly place big dollops of the colored decorating icing all over the iced cake.', 'Using a small spatula swirl the dollops together to create a tie dye/rainbow effect on the cake.']",https://www.foodnetwork.com/recipes/sandra-lee/rainbow-ribbon-cake-recipe-1953783,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'Mixer Recipes', 'American', 'Cake', 'Fruit', 'Lime Recipes', 'Raspberry Recipes']",,,,,,,,,,
Ricotta Orange Pound Cake,6-8 servings,"[{'main': ['3/4 cup unsalted butter at room temperature plus more to grease the baking pan', '1 1/2 cups cake flour', '2 1/2 teaspoons baking powder', '1 teaspoon kosher salt', '1 1/2 cups whole milk ricotta cheese', '1 1/2 cups plus 1 table spoon granulated sugar', '3 large eggs', '1 teaspoon pure vanilla extract', '1 orange zested', '2 tablespoons amaretto Confectioners sugar for dusting']}]","[' Preheat the oven to 350 degrees F. Grease a 9 by 5 by 3 inch loaf pan with butter.', 'In a medium bowl combine the flour baking powder and salt.', 'Stir to blend.', 'Using a mixer cream the butter ricotta and granulated sugar until light and fluffy about 3 minutes.', 'With the machine running add the eggs 1 at a time.', 'Add the vanilla orange zest and amaretto until combined.', 'Add the dry ingredients a small amount at a time until just incorporated.', 'Pour the batter into the prepared pan and bake until a toothpick comes out clean and the cake pulls away from the sides of the pan 45 to 50 minutes.', 'Let cool in the pan for 10 minutes then transfer to a rack to cool completely.', 'To wrap return to the pan and dust with confectioners sugar.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/ricotta-orange-pound-cake-recipe-1973073,"['Easy Dessert Recipes', 'Dessert', 'Cake', 'Christmas', 'Fruit', 'Orange Recipes', 'Ricotta']",,,,,,,,,,
Tres Leches Cake with Berries,9 to 12 servings,"[{'main': ['1 1/2 cups all purpose flour', '2 teaspoons baking powder', '3/4 teaspoon kosher salt', '3 extra large eggs at room temperature', '1 cup plus 5 tablespoons granulated sugar', '2 teaspoons pure vanilla extract', '1/2 cup whole milk', '1 1/4 cups heavy cream', '1 can evaporated milk', '1 can sweetened condensed milk', '1/2 teaspoon pure almond extract', 'Seeds scraped from 1 vanilla bean', '8 cups sliced fresh strawberries for serving', 'Sifted confectioners sugar for dusting', 'Whipped cream for topping']}]","[' Preheat the oven to 350 degrees F. Butter a 9 by 13 by 2 inch baking pan.', 'Sift the flour baking powder and salt into a small bowl and set aside.', 'Place the eggs 1 cup of granulated sugar and the vanilla extract in the bowl of an electric mixer fitted with the paddle attachment and beat on medium high speed for 10 minutes  until light yellow and fluffy.', 'Reduce the speed to low and slowly add half the flour mixture then the milk and finally the remaining flour mixture.', 'Mix with a rubber spatula to be sure the batter is well mixed.', 'Pour the batter into the prepared pan smooth the top and bake for 25 minutes until the cake springs back when touched lightly in the middle and a cake tester comes out clean.', 'Set aside to cool in the pan for 30 minutes.', 'In a 4 cup liquid measuring cup whisk together the heavy cream evaporated milk sweetened condensed milk almond extract and vanilla seeds.', 'Using a bamboo skewer poke holes all over the cooled cake and slowly pour the cream mixture over the cake allowing it to be absorbed completely before continuing to pour on more of the mixture.', 'Cover the cake with plastic wrap and refrigerate for at least 6 hours.', 'To serve toss the strawberries with the 5 tablespoons of granulated sugar.', 'Dust the cake with confectioners sugar cut in squares and place on dessert plates.', 'Surround the cake with the strawberries put a dollop of whipped cream on top and serve.']",https://www.foodnetwork.com/recipes/ina-garten/tres-leches-cake-with-berries-3675768,"['Make Ahead', 'Cake', 'Dessert']",,,,,,,,,,
Blueberry Cake with Lemon-Mascarpone Cream,6 servings,"[{'main': ['1 cup plus 1 teaspoon all purpose flour plus more for the pan', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 stick unsalted butter softened plus more for the pan', '1 cup sugar', '2 large eggs', '1/2 teaspoon vanilla', '2 cups frozen blueberries rinsed and drained', '1 teaspoon lemon juice', '1 teaspoon grated lemon zest', '1/2 teaspoon cinnamon', 'Confectioners sugar for dusting']}, {'lemon_mascarpone_cream': ['1 cup mascarpone at room temperature', '1/4 cup heavy whipping cream at room temperature', '3 teaspoons honey', 'Zest of 1 lemon', '1 vanilla bean halved lengthwise seeds scraped']}]","[' For the blueberry cake Preheat the oven to 350 degrees F. Lightly butter a 9 inch springform pan and dust with flour.', 'Whisk 1 cup of the flour with the baking powder and salt in a medium bowl set aside.', 'Combine the butter and sugar in a large bowl and beat with an electric mixer on medium high speed until light and fluffy about 3 minutes.', 'Add the eggs one at a time beating until well combined.', 'Beat in the vanilla.', 'Reduce the mixer speed to low and slowly add the flour mixture beating until smooth.', 'Spoon the batter into the prepared pan and smooth with an offset spatula.', 'In a bowl combine the berries with the remaining 1 teaspoon flour and the lemon juice lemon zest and cinnamon spoon over the batter.', 'Bake until golden and a toothpick inserted into the center comes out clean about 50 minutes.', 'Remove from oven and let cool in the pan for 10 minutes.', 'Carefully slide a thin knife around the edges of the cake to release it from the pan.', 'Transfer the cake to a platter berry side up and dust lightly with confectioners sugar.', 'For the lemon mascarpone cream In a medium bowl whisk together the mascarpone and whipping cream until just combined.', 'With a rubber spatula fold in the honey lemon zest and vanilla seeds.', 'To serve spoon a dollop of the lemon mascarpone cream on top of a slice of blueberry cake.']",https://www.foodnetwork.com/recipes/valerie-bertinelli/blueberry-cake-with-lemon-mascarpone-cream-3507817,"['Blueberry Cake', 'Blueberry', 'Cake', 'Fruit', 'Baking', 'Dessert', 'Lemon']",,,,,,,,,,
Cake Eyeballs,24 to 30 servings,"[{'main': ['One box red velvet or yellow cake mix', 'One can frosting', '12 ounces white chocolate melting disks', 'Assorted gel icing for decorating']}]","[' Prepare the cake mix according to the package directions for a 9 by 13 inch cake or two 9 inch cakes.', 'Allow to cool slightly in the pan then remove to a rack cover with a dish towel and let cool completely.', 'Break off sections of the cake and crumble in a large bowl.', 'When finished you should have a bunch of very fine cake crumbs.', 'Using a rubber spatula work the frosting into the cake until it is no longer visible.', 'Next roll the mixture into 1 1/2 inch balls  and set on a parchment lined baking sheet.', 'This is important Pop em in the freezer uncovered for at least an hour.', 'The cake balls need to be very firm before coating them.', 'When the cake balls are nice and firm place the white chocolate in a heatproof bowl set over a pan of simmering water.', 'Stir occasionally until the chocolate is melted and smooth.', 'Remove the bowl from the pan.', 'Add the cake balls one at a time to the melted white chocolate and gently roll to coat.', 'Using a fork lift out the cake balls then tap the fork against the side of the bowl to remove the excess chocolate.', 'With a toothpick push the ball off of the fork and back onto the parchment lined baking sheet.', 'Let set at room temperature 10 to 15 minutes.', 'Decorate with gel icing to look like eyeballs.']",https://www.foodnetwork.com/recipes/ree-drummond/cake-eyeballs-2269193,"['Chocolate Cake', 'Cake', 'Halloween Dessert Recipes', 'Dessert', 'Halloween']",,,,,,,,,,
Do-It-All Cake Batter,8 to 10 servings,"[{'main': ['Nonstick baking spray', '3/4 cup unsalted butter at room temperature', '1 1/4 cups sugar', '1 tablespoon pure vanilla extract', '3 large eggs at room temperature', '2 cups all purpose flour', '1 teaspoon baking powder', '1 teaspoon kosher salt', '1/2 cup buttermilk well shaken and at room temperature']}]","[' Position a rack in the center of the oven and preheat to 375 degrees F. Coat a 9 inch round or square cake pan with nonstick baking spray line the bottom with parchment.', 'Set aside.', 'Beat the butter with the sugar and vanilla in a stand mixer fitted with the paddle attachment on medium high speed until the mixture is pale and fluffy about 4 minutes .', 'Reduce the speed to medium low and add the eggs one at a time beating for 45 seconds after each addition.', 'Scrape the sides and bottom of the bowl with a rubber spatula.', 'Whisk together the flour baking powder and salt in a small bowl until combined.', 'With the stand mixer running on low speed add the flour mixture and buttermilk alternating between the two starting and ending with the flour and mixing until just combined.', 'Do not overmix.', 'Pour the batter into the prepared pan and level the top with a rubber spatula.', 'Bake rotating the pan halfway through until a toothpick inserted into the center of the cake comes out clean about 45 minutes.', 'Let the cake cool in the pan for at least 15 minutes before removing it from the pan.', 'For chocolate cake Add 1/4 cup unsweetened dark cocoa powder to the flour mixture.', 'After the eggs are incorporated beat in 4 ounces melted and cooled bittersweet chocolate beating until combined.', 'Alternate adding 1/4 cup of hot brewed coffee with the flour mixture and buttermilk.', 'For lemon poppyseed cake Beat 2 tablespoons freshly grated lemon zest with the butter sugar and vanilla.', 'Add 2 tablespoons fresh lemon juice to the buttermilk before it goes into the batter.', 'Before pouring the batter into the cake pan gently fold in 2 tablespoons poppy seeds using a rubber spatula.', 'For a lemon glaze whisk 2 tablespoons fresh lemon juice and 3/4 cup confectioners sugar in a small bowl until smooth.', 'Add more lemon juice a few drops at a time if needed.', 'Once the cake is completely cool drizzle the glaze over the top.', 'For coffee cake To make a streusel combine 1/2 cup all purpose flour 1/4 cup dark brown sugar 2 teaspoons ground cinnamon 1 teaspoon kosher salt and 3 tablespoons cold unsalted butter cut into small cubes in a medium bowl.', 'Use your fingers to rub the butter into the dry ingredients until the mixture looks like coarse sand.', 'Pour half of the batter into the cake pan and spread it out evenly with a rubber spatula.', 'Sprinkle half of the streusel over the batter.', 'Spread the remaining batter on top and sprinkle the remaining streusel over it.', 'For a maple glaze whisk 2 tablespoons pure maple syrup with 1 teaspoon water and 3/4 cup confectioners sugar into a small bowl until smooth.', 'Add more water a few drops at a time if needed.', 'Once the cake is completely cool drizzle the maple glaze over the top.', 'For confetti cake Increase the vanilla extract from 1 tablespoon to 2 tablespoons.', 'Before pouring the batter into the cake pan gently fold in 1/4 cup rainbow sprinkles using a rubber spatula.', 'For raspberry jam swirl cake Bring 1/2 cup seedless raspberry jam to room temperature and stir it vigorously with a spoon until smooth.', 'Pour half of the batter into the cake pan and spread it out evenly with a rubber spatula.', 'Place 4 dollops  of the jam on the batter.', 'Spread the remaining batter over top and make 4 more dollops over the batter with the remaining jam.', 'Drag a long wooden skewer through the batter making sure the skewer reaches down to the bottom of the pan creating swirls of jam.']",https://www.foodnetwork.com/recipes/food-network-kitchen/do-it-all-cake-batter-8312840,"['Cake', 'Dessert']",,,,,,,,,,
Olive Oil Cake,8 servings,"[{'main': ['1 cup fresh orange juice', '1 teaspoon fine salt', '3 large eggs room temperature', '1 1/4 cups whole milk', '2 cups sugar', '1/4 cup orange liqueur rum brandy or whisky', '1 1/2 cups extra virgin olive oil plus more for oiling pans', '1 tablespoon lemon zest', '2 teaspoons anise seed', '2 teaspoons finely chopped fresh rosemary leaves divided', '2 cups all purpose flour', '1/2 teaspoon baking soda', '1/2 teaspoon baking powder', '6 tablespoons lemon or orange marmalade', '2 fresh rosemary sprigs for garnish']}]","[' Preheat oven to 350 degrees F. Oil 2  round cake pans.', 'In a nonreactive saucepan reduce the orange juice over medium heat to 1/4 cup.', 'Add salt stir and let cool.', 'Lightly beat eggs with paddle attachment in standing mixer on high for 1 minute until frothy.', 'Add milk sugar liqueur olive oil reduced orange juice lemon zest anise and 1 teaspoon rosemary.', 'Mix for 1 minute until well blended.', 'Mix in the flour baking soda and baking powder until well blended and smooth.', 'Pour half of the mixture into each oiled cake pan.', 'Bake for 1 hour.', 'Place on a rack to cool.', 'Run a knife around the edges and place it on a plate.', 'While the cake is still warm smooth 3 tablespoons of marmalade onto the top of each cake.', 'Sprinkle remaining 1 teaspoon rosemary evenly over both cakes.', 'Garnish center with rosemary sprig.', 'Cut each cake into wedges and serve.']",https://www.foodnetwork.com/recipes/michael-chiarello/olive-oil-cake-recipe-1944678,"['Italian Dessert Recipes', 'Dessert', 'Italian', 'Baking', 'Cake', 'Egg Recipes', 'Recipes for Parties', 'Recipes for a Crowd']",,,,,,,,,,
Ice Cream Flag Cake,12 to 14 servings,"[{'main': ['Cooking spray', '1 16 to 18 ounce box white cake mix', '2 tablespoons unsweetened cocoa powder', '28 drops royal blue gel food coloring', '4 drops violet gel food coloring', 'Unsalted butter for the pan', '3 pints raspberry sorbet', '2 1/2 pints vanilla ice cream', '2 pints heavy cream', '1/4 cup confectioners sugar']}]","[' Preheat the oven to 325 degrees F coat a 9 inch round springform pan with cooking spray.', 'Prepare the cake mix as directed adding the cocoa powder and food coloring to the batter.', 'Transfer to the prepared pan and bake until done about 45 minutes.', 'Let the cake cool then remove from the pan level the domed top with a serrated knife.', 'Use a 5 inch circle of parchment paper as a guide to cut a circle from the center of the cake .', 'Freeze the large cake ring.', 'Cut a 6 by 30 inch strip of parchment paper.', 'Clean the springform pan then butter it and line the side with the parchment as shown the paper will extend above the rim of the pan so you can build a tall cake.', 'Let 1 pint sorbet soften slightly at room temperature.', 'Spread in the prepared pan then lay a piece of plastic wrap on top and use the bottom of a measuring cup to pack the sorbet into the pan in an even layer.', 'Freeze until firm at least 30 minutes.', 'Let 1 pint vanilla ice cream soften spread in the pan cover with plastic wrap and press evenly with the measuring cup.', 'Freeze until firm then repeat to make 1 more layer each of sorbet and ice cream .', 'Freeze until firm.', 'Place the blue cake ring on top of the ice cream pressing gently return to the freezer while you prepare the next layer.', 'Cut off the top 1 1/2 inches of the remaining sorbet carton remove the carton and wrap the sorbet loosely in plastic wrap.', 'Press into a 5 inch round then place the flattened sorbet into the hole in the cake smoothing as needed.', 'Freeze until firm.', 'Cut off the top 1 1/2 inches of the remaining ice cream carton .', 'Flatten as you did the sorbet place on top of the raspberry layer.', 'Repeat with the bottom section of sorbet.', 'Freeze until firm.', 'Beat the heavy cream and confectioners sugar with a mixer until stiff peaks form.', 'Remove the springform ring and parchment collar from the cake.', 'Cover the cake with the whipped cream.', 'Freeze until ready to serve.']",https://www.foodnetwork.com/recipes/food-network-kitchen/ice-cream-flag-cake-3363000,"['Cake', 'Dairy Recipes', 'Dessert']",,,,,,,,,,
Red Velvet Layer Cake,8 to 10 servings,"[{'main': ['12 tablespoons unsalted butter softened plus more for the pans', '3 cups cake flour', '3 tablespoons unsweetened Dutch process cocoa powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 3/4 cups granulated sugar', '1/3 cup vegetable oil', '3 large eggs at room temperature', '1 tablespoon red food coloring', '2 teaspoons apple cider vinegar', '1 teaspoon vanilla extract', '1 cup buttermilk']}, {'frosting': ['4 8 ounce packages cream cheese softened', '2 sticks unsalted butter softened', '2 pounds confectioners sugar', '1 tablespoon fresh lemon juice', '1/2 teaspoon vanilla extract', '1/8 teaspoon salt']}]","[' Make the cake Preheat the oven to 350 degrees F. Butter two 9 inch round cake pans and line the bottoms with parchment paper butter the parchment.', 'Whisk the flour cocoa powder baking soda and salt in a bowl.', 'Beat the granulated sugar 12 tablespoons butter and the vegetable oil in a stand mixer fitted with the paddle attachment on medium high speed until fluffy about 4 minutes.', 'Beat in the eggs one at a time.', 'Beat in the food coloring vinegar and vanilla.', 'Reduce the mixer speed to low add the flour mixture in 3 batches alternating with the buttermilk beginning and ending with the flour until just combined.', 'Divide the batter between the prepared pans.', 'Bake until a toothpick inserted into the center comes out clean 35 to 40 minutes.', 'Let cool 10 minutes on racks then turn the cakes out onto the racks to cool completely.', 'Using a long serrated knife carefully slice each cake in half horizontally to make 2 even layers.', 'Make the frosting Beat the cream cheese and butter in a stand mixer with the paddle attachment on medium high speed until fluffy.', 'Add the confectioners sugar lemon juice vanilla and salt beat until smooth.', 'Put 1 cake layer on a platter spread 1 1/4 cups frosting on top.', 'Repeat to make 4 layers ending with the cake.', 'Cover the top and sides with a thin layer of frosting .', 'Chill 15 minutes then cover with the remaining frosting.']",https://www.foodnetwork.com/recipes/food-network-kitchen/red-velvet-layer-cake-recipe-2042295,"['Cake', 'Buttermilk', 'Dairy Recipes', 'Fruit', 'Lemon', 'Sugar']",,,,,,,,,,
Victorian Rose Geranium Cake,4 servings,"[{'main': ['16 to 18 rose geranium leaves rinsed and patted dry', '2 sticks unsalted butter plus more for the pan', '3 cups all purpose flour plus more for dusting', '1 tablespoon baking powder', '1/2 teaspoon salt', '3/4 cup whole milk', '1 teaspoon vanilla extract', '1 3/4 cups sugar', '6 large egg whites']}, {'frosting': ['4 rose geranium leaves rinsed and patted dry', '1 1/2 cups sugar', '2 large egg whites', '1/4 teaspoon cream of tartar', 'Pinch of salt', '5 drops red food coloring']}]","[' Infuse the butter for the cake Rub 6 rose geranium leaves to release the oils.', 'Wrap the leaves around the butter.', 'Wrap in plastic wrap and refrigerate overnight.', 'Infuse the sugar for the frosting Rub 4 rose geranium leaves then combine with 1 1/2 cups sugar in an airtight container and let stand at room temperature overnight.', 'Make the cake Preheat the oven to 350 degrees F. Butter and flour a 9 by 13 inch baking pan.', 'Rub the remaining 10 to 12 leaves and arrange in the pan.', 'Whisk the flour baking powder and salt in a bowl.', 'In a separate bowl mix the milk 3/4 cup water and the vanilla.', 'Unwrap the butter and remove the leaves.', 'Beat the butter and 1 3/4 cups sugar in a large bowl with a mixer on medium speed until fluffy.', 'Beat in the egg whites two at a time.', 'Add the flour mixture in three parts alternating with the milk mixture beginning and ending with flour.', 'Pour the batter into the pan bake until golden 30 to 35 minutes.', 'Cool 10 minutes invert the cake onto a rack and remove the leaves.', 'Make the frosting Remove the leaves from the sugar.', 'Put the sugar egg whites cream of tartar salt and 1/3 cup cold water in a large heatproof bowl and beat with a mixer 1 minute.', 'Place the bowl over a pot of barely simmering water.', 'Beat until the mixture holds stiff peaks about 7 minutes.', 'Remove from the heat add the food coloring and beat until spreadable about 2 minutes.', 'Spread the frosting over the cake.']",https://www.foodnetwork.com/recipes/anne-burrell/annes-mom-victorian-rose-geranium-cake-recipe-1973578,"['Cake', ""Mother's Day Recipes""]",,,,,,,,,,
Carrot Cake,6 servings,"[{'main': ['1 1/4 cups granulated sugar', '10 ounces hazelnuts', '3 1/2 ounces sultana raisins', '3 medium carrots', '6 egg yokes', '6 egg whites', '1 teaspoon cold water', 'Freshly ground salt', '2 teaspoons lemon juice', '1/2 teaspoon lemon zest', '1 teaspoon all purpose flour', '1/4 teaspoon cinnamon', '4 teaspoons raspberry jam', '1 tablespoon icing sugar']}]","[' Sift the granulated sugar.', 'Crush the hazelnuts very small .', 'Wash the sultanas.', 'Wash and grate the carrots.', 'Grease the cake tin .', 'Place a bowl over a pan of hot water.', 'Preheat oven to 350 degrees F. Into a warmed bowl place the egg yolks and 4 ounces of the granulated sugar and whisk together until the mixture thickens.', '.', 'When this happens set aside the yolk and sugar mixture for a moment .', 'Into a clean cold bowl place the whites of eggs add 1 teaspoonful cold water and some freshly ground salt and whisk quickly until they are stiff and peaked.', 'Gradually beat into the fluffy whites of eggs the remaining 6 ounces of granulated sugar until it is fully incorporated.', 'Set aside until required.', 'Place the egg yolk mixture over the warm water and add the ground nuts and lemon juice.', 'To this add the grated carrots and lemon zest.', 'Fold in the 1 teaspoonful of flour and sultanas.', 'Remove the bowl from the heated water.', 'Fold in 2 tablespoonfuls of egg whites.', 'Then put all the mixture into the remainder of the whites of eggs and fold in well.', 'Add the 1/4 teaspoonful of cinnamon.', 'Pour all the mixture into the greased cake tin and put it into the preheated oven set at 350 degrees F. on the middle shelf for 60 minutes.', 'Remove cake from the pan and cool completely.', 'Cut cake in half spread the jam over the bottom and replace top.', 'Sprinkle with confectioners sugar before serving.']",https://www.foodnetwork.com/recipes/carrot-cake-recipe-1949716,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Carrot Cake', 'Cake', 'Carrot Recipes', 'Baking', 'Fruit', 'Raisin Recipes', 'Nut Recipes']",,,,,,,,,,
Waffled Carrot Cake,4 servings,"[{'frosting': ['4 ounces cream cheese room temperature', '2 tablespoons unsalted butter room temperature', '1/2 cup confectioners sugar', '1 teaspoon fresh lemon juice', '1/2 teaspoon pure vanilla extract', 'Pinch fine salt']}, {'main': ['1 cup all purpose flour', '1/2 cup sugar', '1 teaspoon baking powder', '1 teaspoon ground cinnamon plus more for dusting', '3/4 teaspoon baking soda', '1/2 teaspoon ground ginger', '1/2 teaspoon fine salt', '1/3 cup vegetable oil plus more for brushing waffle iron', '1/4 cup milk', '1/2 teaspoon finely grated lemon zest', '1/2 teaspoon pure vanilla extract', '2 large eggs', '1/4 cup sweetened shredded coconut', '2 medium carrots shredded']}]","[' Preheat the oven to 350 degrees F. Spread all the pecans on a baking sheet and bake until toasted 8 to 10 minutes.', 'Let cool slightly then pulse 1/2 cup in a food processor until very finely chopped but not ground.', 'Roughly chop the remaining pecans for garnish.', 'For the cream cheese frosting Meanwhile combine the cream cheese and butter in a small bowl and beat with a hand mixer until smooth about 1 minute.', 'Add the sugar lemon juice vanilla and salt and beat until incorporated and smooth.', 'Set aside.', 'For the carrot cake Turn the oven down to 200 degrees F. Preheat a waffle iron to medium high.', 'Whisk together the finely ground pecans flour sugar baking powder cinnamon baking soda ginger and salt in a large bowl.', 'Whisk together the oil milk lemon zest vanilla and eggs in another bowl.', 'Stir in the coconut and carrots.', 'Fold the carrot egg mixture into the flour mixture until just combined .', 'Lightly brush the top and bottom of the waffle iron with oil.', 'Fill the waffle iron about three quarters of the way full .', 'Close the lid gently and cook until the waffle is golden brown and slightly crisp 4 to 6 minutes.', 'Keep the cooked waffles warm in the oven or covered with foil on a plate while you make the remaining waffles.', 'Spread each waffle with the cream cheese frosting sprinkle with the chopped pecans and dust with cinnamon.']",https://www.foodnetwork.com/recipes/food-network-kitchen/waffled-carrot-cake-recipe-3361914,"['Carrot Cake', 'Cake', 'Carrot Recipes', 'Baking', 'Dessert', 'Waffle Recipes', 'Cream Cheese Recipes', 'Breakfast', 'Brunch']",,,,,,,,,,
Flourless Chocolate Cake,8 servings,"[{'ganache': ['4 ounces semisweet chocolate chopped', '1/2 cup heavy cream']}, {'main': ['Powdered sugar garnish', 'Berries garnish', 'Chocolate Ganache recipe follows', '3 eggs beaten', '1/2 cup cocoa powder sifted', '3/4 cup sugar', '2 ounces hazelnut liqueur', '1 teaspoon vanilla extract', '1 stick cold butter', '4 ounces bittersweet chocolate chopped', 'Nonstick butter spray', 'Deselect All']}]","[' Preheat the oven to 375 degrees F. Spray an 8 inch round cake pan with nonstick butter spray and line bottom with parchment.', 'Put the chocolate butter vanilla and hazelnut liqueur in a large bowl on top of a double boiler.', 'Stir the mixture frequently until combined and smooth.', 'Remove the chocolate from heat and put the bowl into an ice bath to cool the chocolate.', 'Cook s Note This step is important so the eggs will not cook when added to the chocolate.', 'Mix in the sugar and cocoa powder.', 'Stir in the eggs and pour into the prepared cake pan.', 'Put the cake pan on a sheet tray and bake for 20 to 25 minutes.', 'Remove the cake from the oven and invert onto a rack over a sheet pan lined with parchment paper.', 'Pour the ganache over the cake.', 'Allow the cake to cool and set for 10 minutes before serving.', 'Garnish with fresh berries and powdered sugar.', 'Put the chocolate into a large bowl.', 'Heat the cream in a small pot over low heat until hot to the touch.', 'Pour the hot cream over the chocolate.', 'Mix well with a rubber spatula until the chocolate melts.']",https://www.foodnetwork.com/recipes/aaron-mccargo-jr/flourless-chocolate-cake-recipe-1949069,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cake', 'Cake', 'Baking', 'American', 'Sugar', 'Egg Recipes', 'Recipes for Parties']",,,,,,,,,,
