Title,Yield,Ingredient,Steps,URL,Tags,processed,keywords
Ice Cream Truck-Style Strawberry Shortcake Cupcakes,24 cupcakes,"[{'main': ['1 cup shortbread cookies', '1 cup freeze dried strawberries', '1/2 cup puffed rice cereal', '1 tablespoon unsalted butter melted', 'Kosher salt', '24 frosted vanilla cupcakes', 'Sliced fresh strawberries for garnish']}]","[' Pulse the cookies in a food processor until sandy.', 'Add the freeze dried strawberries and pulse.', 'Add the rice cereal and pulse.', 'Add the melted butter and a pinch of salt.', 'Process to combine all the ingredients together.', 'Transfer the mixture to a plate and dip the cupcakes in the topping until evenly coated.', 'Garnish each with a sliced strawberry.']",https://www.foodnetwork.com/recipes/jeff-mauro/ice-cream-truck-style-strawberry-shortcake-cupcakes-8809893,"['Cupcake', 'Fruit', 'Strawberry', 'Dessert']",ice cream truck style cupcake cooky freeze rice cereal butter salt cupcake strawberry pulse cooky food processor sandy add freeze add rice cereal add salt process combine transfer mixture plate dip garnish foodnetwork jeff mauro ice truck style cupcake fruit strawberry dessert cupcake shortbread strawberry puffed unsalted vanilla fresh garnish strawberry pulse pulse strawberry url cream cupcake,"['cupcakes', 'strawberry', 'truck', 'pulse', 'style', 'rice']"
Caramel Cashew Cupcake,12 cupcakes,"[{'caramel_sauce': ['3/4 cup packed brown sugar', '1/3 cup whipping cream', '1 teaspoon vanilla', 'Pinch salt']}, {'main': ['1 cup cashews', '1 1/4 cups cake flour', '1 cup granulated sugar', '1 1/4 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup buttermilk', '1/2 cup oil', '1 teaspoon grated orange zest', '1 teaspoon vanilla extract', '2 large eggs']}, {'frosting': ['3 1/3 sticks unsalted butter at room temperature', '1 1/4 cups confectioners sugar', '1 tablespoon vanilla extract', 'Grated orange zest for garnish']}]","[' Preheat the oven to 350 degrees F line a cupcake pan with 12 cupcake liners.', 'For the caramel sauce In a small heavy saucepan mix together the brown sugar cream vanilla and salt.', 'Cook over medium heat stirring occasionally until the mixture thickens and browns.', 'Set aside to cool.', 'Reserve 1/4 cup for the cake batter and 1/2 cup for the frosting set aside the rest for drizzling on top of the cupcakes.', 'For the cake batter On an ungreased baking sheet roast the cashews for 5 minutes cool and chop into pieces.', 'Reserve 1/4 cup for the batter and set aside the rest for garnishing the cupcakes.', 'Sift together the flour granulated sugar baking powder baking soda and salt in a large bowl.', 'Add the buttermilk oil orange zest vanilla extract eggs and the reserved 1/4 cup caramel sauce and 1/4 cup chopped cashews.', 'Mix until smooth and completely combined.', 'Pour the batter into the cupcake liners and bake until golden brown and risen 8 to 10 minutes.', 'Let cool completely before frosting.', 'For the caramel frosting In a medium mixing bowl using an electric mixer cream the butter.', 'Add the confectioners sugar 1/4 cup at a time and mix until completely smooth.', 'Add in the vanilla extract and reserved 1/2 cup caramel sauce and mix until combined.', 'To assemble Frost each cupcake with some of the caramel frosting.', 'Drizzle the remaining caramel over the top of each cupcake and sprinkle with the remaining chopped cashews.', 'Sprinkle with orange zest to taste.', 'Serve immediately or store in an airtight container for up to 2 days.']",https://www.foodnetwork.com/recipes/caramel-cashew-cupcake-2282157,"['Baking', 'Dessert', 'Cupcake', 'Cashew Recipes', 'Nut Recipes']",caramel caramel sauce sugar cream vanilla salt flour sugar powder soda salt buttermilk oil orange vanilla extract egg butter confectioner sugar vanilla extract orange degree line cupcake caramel saucepan sugar cream vanilla salt cook heat reserve batter rest cupcake batter sheet roast cashew cool chop piece reserve batter rest sift sugar powder soda salt oil orange vanilla extract egg sauce batter caramel cream butter confectioner sugar time extract sauce frost cupcake caramel drizzle cupcake sprinkle orange taste container day foodnetwork caramel cupcake cupcake cashew nut brown unsalted garnish heavy brown mixture brown cool top ungreased buttermilk caramel smooth golden brown cool electric smooth vanilla caramel assemble caramel top cashew sprinkle airtight url dessert,"['cupcakes', 'caramel', 'cashew', 'orange', 'sauce', 'brown']"
Lemon Cheesecake Cupcake,12 cupcakes,"[{'graham_cracker_crumbs': ['1 cup graham cracker crumbs', '2 tablespoons melted butter']}, {'main': ['8 ounces cream cheese at room temperature', '1/2 cup confectioners sugar', '2 teaspoons vanilla', '1 egg white']}, {'main': ['1 1/2 cups pastry flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup fine sugar', '2 ounces unsalted butter at room temperature', '2 ounces cream cheese at room temperature', '3 eggs', '1/4 cup fresh lemon juice', '1 tablespoon limoncello liqueur', 'Zest of 2 lemons', '1/2 cup buttermilk']}, {'frosting': ['8 ounces unsalted butter at room temperature', '1 cup cake shortening', '1 teaspoon almond bakery emulsion', '1 teaspoon lemon extract', '2 pounds confectioners sugar']}]","[' For the graham cracker crumbs In small bowl combine the graham cracker crumbs and butter and stir.', 'Set aside.', 'For the cheesecake filling Using an electric mixer beat the cream cheese and confectioners sugar for 3 minutes.', 'Beat in the vanilla and egg white until smooth and creamy.', 'Set aside.', 'For the cake batter Preheat the oven to 325 degrees F line cupcake pans with 12 cupcake liners.', 'In a medium bowl combine the pastry flour baking powder and salt and set aside.', 'Using an electric mixer with a paddle attachment cream the sugar butter and cream cheese on medium speed until light and fluffy.', 'Add the eggs one at a time beating well after each addition.', 'Add the lemon juice limoncello and lemon zest and mix until incorporated.', 'On low speed add the flour mixture and buttermilk alternately beginning and ending with the flour.', 'Sprinkle 1 tablespoon of the graham cracker crumbs in the bottom of each liner fill about halfway with the cake batter and top with the cheesecake filling.', 'Bake until an inserted toothpick comes out clean 25 minutes.', 'For the buttercream frosting In the bowl of an electric mixer with a paddle attachment beat the butter and shortening on medium speed until light and fluffy.', 'Add the almond and lemon flavorings and beat for 2 minutes.', 'Add the confectioners sugar one cup at a time alternating with 1/4 cup water and beat until incorporated.', 'Top each cupcake with some of the buttercream frosting.']",https://www.foodnetwork.com/recipes/lemon-cheesecake-cupcake-2243916,"['Baking', 'Dessert', 'Cupcake', 'Fruit', 'Lemon', 'Low Sodium']",cheesecake cracker crumb graham cracker crumb butter cream cheese confectioner sugar vanilla egg pastry flour powder salt sugar butter cream egg lemon juice lemon buttermilk butter bakery emulsion lemon extract confectioner sugar graham cracker crumb combine graham cracker crumb butter cheesecake cream cheese confectioner sugar vanilla egg batter degree line cupcake combine pastry powder salt attachment cream sugar butter cream speed fluffy add time addition add juice limoncello speed mixture buttermilk sprinkle graham cracker crumb bottom batter cheesecake bake buttercream attachment butter speed fluffy confectioner time water cupcake buttercream foodnetwork cheesecake cupcake cupcake fruit lemon sodium lemon graham white fine unsalted cheese fresh liqueur unsalted almond electric white smooth creamy electric paddle cheese light lemon lemon low flour flour fill top toothpick come clean electric paddle light almond lemon add top url lemon dessert low,"['cupcakes', 'lemon', 'graham', 'cracker', 'cheesecake', 'crumb']"
Quick Double Chocolate Cupcakes,24 cupcakes,"[{'main': ['Licorice whips', 'Crushed peppermint candies', 'Crushed lemon drops', 'Multicolored jimmies or nonpareils', 'Mini white and dark chocolate chips', 'Small chocolate candies', 'Colored decorating sugars', 'Cereals such as corn pops fruit rings or graham cracker cereal squares']}, {'frosting': ['3 sticks unsalted butter at room temperature', '4 cups confectioners sugar', '3 tablespoons whole milk at room temperature', '2 teaspoons vanilla extract', 'Food coloring such as yellow blue and red or your favorite if desired']}]","[' Preheat the oven to 350 F. Line two 12 cup standard muffin tins with paper cupcake liners and set aside.', 'In a bowl using an electric mixer mix the cake mix 1 1/3 cups water oil and eggs on medium speed until moistened and smooth.', 'Stir in 3/4 cup chocolate chips.', 'Divide the batter evenly among the muffin cups stirring it occasionally to redistribute the chocolate chips.', 'The batter will nearly fill each liner to the top.', 'Evenly sprinkle the remaining 1/4 cup chocolate chips over the tops of the cupcakes.', 'Bake until the cupcakes spring back when lightly touched or a toothpick inserted in the center comes out clean about 20 minutes.', 'Transfer to a rack to cool.', 'When cool put the White Faux Buttercream out with spoons or small spatulas along with bowls of the cupcake toppings for the kids to decorate their own cupcakes.', 'In the bowl of a stand mixer using the paddle attachment whip the butter on high speed until very soft.', 'Meanwhile place a large sheet of parchment paper on a work surface.', 'Using a large sifter sift the confectioners sugar onto the parchment.', 'This helps prevent clumping and makes the mixing easier.', 'Lower the speed of the mixer and using the parchment as a funnel pour half the sugar into the bowl and mix slowly until combined.', 'Add the milk and mix until combined.', 'Once combined add the remaining sugar with the vanilla and mix.', 'Once it is combined turn the mixer speed up and beat the icing until very light and fluffy 3 to 4 minutes.', 'If desired divide the icing into smaller batches and color with food coloring.', 'Spread the icing on cooled cupcakes while at room temperature.', 'Refrigerate any leftover icing but be sure to let it come back to room temperature before using.', 'Re whip the icing to make it fluffy again.', 'Makes 4 cups .', 'Yield about 8 cups enough for at least 6 dozen cupcakes Prep Time 10 minutes Ease of preparation easy']",https://www.foodnetwork.com/recipes/rachael-ray/quick-double-chocolate-cupcakes-recipe-1915677,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cupcake', 'Cupcake', 'Baking', 'Mixer Recipes', 'Recipes for Parties', 'Tailgate Party', 'Kid-Friendly']",chocolate whip peppermint candy drop dark chocolate chip chocolate candy sugar cereal corn pop fruit ring graham cracker cereal square butter confectioner milk vanilla food blue line standard paper cupcake water oil egg speed chocolate chip batter chocolate chip batter chocolate chip cupcake spring center transfer cool buttercream spoon spatula cupcake kid decorate cupcake whip butter speed place sheet paper work surface sift confectioner sugar parchment help prevent speed half sugar milk add vanilla batch color food spread cupcake refrigerate leftover let whip dozen time preparation foodnetwork rachael ray chocolate cupcake dessert dessert chocolate party tailgate party kid quick double licorice lemon jimmy nonpareil white unsalted sugar whole extract yellow red electric smooth stir divide muffin redistribute top top clean cool white faux paddle attachment high soft meanwhile parchment sifter parchment combined sugar speed light sure fluffy enough prep ease easy url quick double easy easy friendly,"['cupcakes', 'chocolate', 'quick', 'chip', 'parchment', 'kid']"
Tres Leches Coconut Cupcakes with Dulce de Leche Buttercream,14 to 16 cupcakes,"[{'frosting': ['1 can sweetened condensed milk', '2 egg yolks', '3/4 cup sugar', '3 tablespoons cornstarch', '1/4 teaspoon salt', '1/4 cup water', '1 teaspoon vanilla extract', '14 tablespoons unsalted butter softened to room temperature', '1 cup powdered sugar']}, {'main': ['1 cup lightly toasted flaked coconut', '1/2 cup coconut milk', '1/2 cup sweetened condensed milk', '1/2 cup evaporated milk', '3/4 cup buttermilk', '1/2 teaspoon salt', '1/2 teaspoon baking soda', '1 cup all purpose flour', '1/2 teaspoon vanilla extract', '3 eggs separated', '1 cup sugar', '1/2 cup unsalted butter softened', '1/4 cup shortening']}]","[' Preheat oven to 350 degrees F. In a large mixing bowl cream the shortening butter and sugar until light and fluffy on medium speed add egg yolks 1 at a time beating until all the yellow disappears.', 'Add the vanilla.', 'Sift together the flour baking soda and salt.', 'Add alternately with the buttermilk to the creamed mixture beginning and ending with the flour.', 'In a small bowl beat the egg whites on high speed until stiff peaks form.', 'Fold into cake batter.', 'Fill standard paper lined muffin cups 3/4 full.', 'Bake for 20 to 25 minutes or until toothpick inserted in center comes out clean.', 'Let cool in pan for 10 minutes.', 'Transfer cupcakes to wire rack that has been placed over a baking sheet to cool.', 'While cupcakes are still warm stir together the evaporated milk sweetened condensed milk and the coconut milk.', 'Using a meat injector needle inject each cupcake in several different spots with about 1/2 to 3/4 ounce of the mixture.', 'Or poke several holes in the top of each of the cupcakes with a 1/4 inch wooden skewer.', 'Pour the milk mixture over each cupcake while they are still warm filling each hole.', 'Refrigerate for 2 hours or overnight before icing.', 'For the Buttercream Preheat oven to 425 degrees F. To make the dulce de leche pour the sweetened condensed milk into a glass pie plate and cover with foil.', 'Place in a larger roasting pan where pie plate can sit flat.', 'Pour hot water into the roasting pan to a depth of about halfway up the pie plate.', 'Place in oven and bake for 1 hour 15 minutes.', 'Remove from oven and let cool.', 'Stir until smooth.', 'Place egg yolks in a medium mixing bowl.', 'Stir the sugar cornstarch and salt together in a small heavy saucepan.', 'Whisk in the water first then the dulce de leche and bring to a boil over medium heat.', 'Boil for 1 minute whisking constantly.', 'Remove from heat.', 'Gradually whisk the dulce de leche mixture into the 2 egg yolks.', 'Stir in the vanilla.', 'Strain through a wire mesh strainer into a small bowl and set aside to cool completely.', 'Beat the butter on high speed in a large mixing bowl until light and fluffy.', 'Beat in the cooled dulce de leche mixture.', 'Beat in the 1 cup powdered sugar until smooth and spreadable.', 'Frost each cupcake with a generous amount of dulce de leche buttercream.', 'Refrigerate any remaining buttercream for another use.', 'Sprinkle each cupcake with toasted coconut.']",https://www.foodnetwork.com/recipes/tres-leches-coconut-cupcakes-with-dulce-de-leche-buttercream-recipe-1953226,"['Baking', 'Dessert', 'Cupcake', 'Sugar', 'Buttermilk', 'Dairy Recipes', 'Coconut Recipes', 'Fruit', 'Recipes for Parties', 'Kid-Friendly']",cupcake dulce buttercream cupcake frosting milk egg yolk sugar cornstarch salt water vanilla extract butter sugar coconut coconut milk milk milk buttermilk salt soda vanilla extract egg sugar butter degree cream butter sugar speed egg yolk time vanilla sift soda salt buttermilk mixture egg speed form fold batter paper bake toothpick center let cool cupcake wire ha cupcake stir milk milk coconut milk meat injector spot mixture cupcake inch milk mixture cupcake filling hole hour buttercream degree dulce pour milk glass pie plate cover foil place pie plate sit pour water depth pie plate place hour let place egg yolk stir sugar cornstarch salt saucepan water dulce boil heat boil heat mixture egg yolk stir vanilla strain wire mesh strainer speed dulce mixture frost dulce buttercream refrigerate buttercream use sprinkle cupcake foodnetwork cupcake dulce buttercream dessert cupcake sugar buttermilk dairy coconut fruit party kid coconut condensed unsalted powdered flaked condensed flour unsalted light yellow flour creamed flour white high stiff peak fill standard full clean sheet cool warm condensed needle inject several different several hole top pour warm condensed flat hot cool smooth heavy first high light sugar spreadable generous coconut url coconut friendly,"['cupcakes', 'dulce', 'coconut', 'condensed', 'yolk', 'milk']"
Negroni Cupcakes,12 cupcakes,"[{'main': ['1 1/2 cups all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 teaspoon ground cardamom', '3/4 teaspoon ground pink peppercorns', '1/8 teaspoon ground black pepper', '1 stick unsalted butter at room temperature', '1 cup granulated sugar', '2 tablespoons finely grated grapefruit zest', '1/2 cup whole milk', '2 large egg whites']}, {'frosting': ['2 sticks unsalted butter at room temperature', '3 cups confectioners sugar', '3 tablespoons Campari', 'Red and orange gel food coloring', 'Orange coarse sugar for decorating', 'Small orange slices for garnish']}]","[' Make the cupcakes Preheat the oven to 350 F. Line a 12 cup muffin tin with foil or paper liners.', 'Whisk the flour baking powder salt cardamom and both peppers in a medium bowl.', 'In a large bowl beat the butter granulated sugar and grapefruit zest with a mixer on medium high speed until light and fluffy about 3 minutes.', 'Reduce the speed to medium low and beat in the flour mixture in three additions alternating with the milk in two additions until just combined.', 'In a clean bowl with clean beaters beat the egg whites on high speed until they hold stiff peaks but are not dry and clumpy about 4 minutes.', 'Gently fold the egg whites into the batter until no white streaks remain.', 'Divide the batter evenly among the muffin cups.', 'Bake until the cupcakes are golden and a toothpick inserted into the centers comes out clean 22 to 24 minutes.', 'Let cool 5 minutes in the pan then remove to a rack to cool completely.', 'Meanwhile make the frosting Beat the butter and confectioners sugar in a large bowl with a mixer on medium speed until combined then increase the speed to medium high and beat until smooth and fluffy about 3 minutes.', 'Beat in the Campari  then tint with red and orange food coloring until Campari colored.', 'Spread the frosting on the cupcakes with an offset spatula.', 'Sprinkle with the coarse sugar and garnish each with an orange slice.']",https://www.foodnetwork.com/recipes/food-network-kitchen/negroni-cupcakes-10021121,"['Cupcake', 'Dessert']",powder salt ground cardamom ground ground pepper butter sugar grapefruit milk egg frosting butter confectioner sugar campari orange gel food orange coarse sugar orange slice line muffin foil paper flour powder salt cardamom butter sugar grapefruit speed fluffy speed flour mixture addition milk addition beater egg speed clumpy egg batter streak remain batter toothpick center let cool frosting butter confectioner sugar speed increase speed campari tint orange food campari cupcake spatula sprinkle coarse sugar orange slice foodnetwork food network kitchen cupcake dessert purpose flour black unsalted whole white unsalted red garnish cupcake high light low clean clean white high stiff peak dry fold white white divide muffin golden clean cool high fluffy red spread garnish url,"['cupcakes', 'campari', 'orange', 'grapefruit', 'cardamom', 'coarse']"
Sweet Potato-Marshmallow Mini Cupcakes,about 36 mini cupcakes,"[{'main': ['2 medium sweet potatoes', 'Cooking spray', '18 marshmallows', '1 1/2 cups unbleached all purpose flour', '1 teaspoon ground cinnamon', '1/2 teaspoon ground ginger', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine salt', 'Pinch cayenne pepper', '1 stick unsalted butter at room temperature', '1/2 cup packed light brown sugar', '1/2 cup granulated sugar', '2 large eggs', '1 teaspoon pure vanilla extract']}]","[' Make the sweet potato puree Preheat the oven to 350 degrees F. Roast the sweet potatoes until very tender about 1 hour.', 'Let cool peel then puree in a food processor until smooth.', 'Set aside 1 cup of the puree for the cupcakes and reserve the remaining puree for another use.', 'Make the cupcakes Position an oven rack in the center of the oven and preheat to 350 degrees F. Line mini muffin tins with paper liners and coat the liners and the top of the tin with cooking spray.', 'Halve each marshmallow on the diagonal with kitchen shears set aside.', 'Whisk the flour cinnamon ginger baking powder baking soda salt and cayenne together in a large bowl.', 'Beat the butter brown sugar and granulated sugar in another large bowl with an electric mixer on medium high speed until light and creamy.', 'Add the 1 cup of reserved sweet potato puree and beat until incorporated .', 'Beat the eggs in 1 at a time.', 'Beat in the vanilla.', 'Adjust the mixer speed to medium low and beat in the flour mixture in 3 additions scraping down the side of the bowl as needed until just incorporated.', 'Divide the batter evenly among the cups of the prepared muffin tins.', 'Bake until the tops spring back when pressed 18 to 20 minutes rotating the tins halfway through.', 'Let the muffins cool in the tins for a few minutes then transfer them to a rack.', 'While the cupcakes are still warm top each with a marshmallow half cut side down.', 'Let the cupcakes cool completely.', 'Preheat the broiler.', 'Transfer half the cupcakes to an unlined baking sheet and broil rotating the sheet as needed until the marshmallows are toasted and golden.', 'Repeat with the remaining cupcakes.', 'This can be done up to 2 hours before serving.']",https://www.foodnetwork.com/recipes/food-network-kitchen/sweet-potato-marshmallow-mini-cupcakes-3364448,"['Baking', 'Dessert', 'Cupcake', 'Sweet Potato']",potato cupcake cupcake sweet potato spray marshmallow ground ground ginger powder soda salt cayenne pepper butter sugar sugar egg pure vanilla potato degree roast sweet potato tender hour food processor cupcake reserve puree use position center line muffin paper coat cooking spray kitchen cinnamon ginger powder soda salt cayenne sugar sugar speed add potato puree egg time vanilla speed mixture addition side batter spring let muffin transfer cupcake marshmallow half broiler transfer half cupcake sheet broil sheet marshmallow repeat cupcake hour foodnetwork food network sweet potato cupcake potato sweet marshmallow purpose fine light brown extract sweet puree cool puree puree cupcake degree top marshmallow diagonal flour brown electric high light creamy sweet low flour incorporated divide prepared top warm top side cool unlined golden url marshmallow sweet,"['cupcakes', 'potato', 'marshmallow', 'sweet', 'puree', 'cayenne']"
Whimsical Flower Cupcakes,12 whimsical cupcakes,"[{'main': ['24 Go To Vanilla Cupcakes', '2 cups Swiss Buttercream', '1/2 cup Grapefruit Tinted Frosting', '1/4 cup Egg Yolk Tinted Frosting']}]","[' Frost the cupcakes with the buttercream.', 'To pipe the flower Place the grapefruit tinted frosting in a pastry bag with a 10 round tip.', 'Hold the bag straight above the cupcake.', 'To create a 5 petal flower start 1/2 inch from the edge and squeeze and release while dragging toward the center of the cupcake to create a tear shaped petal.', 'Rotate the cupcake slightly after each petal.', 'Place the egg yolk tinted frosting in a pastry bag with a 2 small round tip.', 'Hold the bag straight up and pipe a small dot into the center of the flower.', 'Repeat with the remaining cupcakes.']",https://www.foodnetwork.com/recipes/food-network-kitchen/whimsical-flower-cupcakes-3364160,"['Cupcake', 'Dessert']",flower cupcake cupcake buttercream grapefruit egg buttercream pipe flower place grapefruit pastry bag round tip bag cupcake create start inch edge squeeze release cupcake create tear rotate cupcake place egg yolk pastry bag round tip bag pipe dot center repeat cupcake foodnetwork food network flower cupcake dessert whimsical whimsical vanilla swiss frosting straight petal center petal petal frosting straight url whimsical,"['cupcakes', 'whimsical', 'petal', 'flower', 'grapefruit', 'straight']"
Raspberry-Rose Cupcakes,12 cupcakes,"[{'main': ['1 1/3 cups all purpose flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 stick unsalted butter melted', '3/4 cup sugar', '1/2 cup sour cream', '2 large eggs', '1 teaspoon pure vanilla extract']}, {'filling': ['2 cups raspberries', '1 cup plus 1 tablespoon water', '2/3 cup sugar', '1 1/2 teaspoons cornstarch', '1/2 teaspoon rosewater']}, {'frosting': ['1 cup sugar', '3 large egg whites', '2 sticks unsalted butter cut into pieces at room temperature', '3/4 to 1 teaspoon rosewater', 'Coarse sugar for decorating']}]","[' Make the cupcakes Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with liners.', 'Whisk the flour baking powder baking soda and salt in a medium bowl.', 'Whisk the melted butter sugar sour cream eggs and vanilla in a large bowl until smooth.', 'Add the flour mixture and whisk until smooth.', 'Divide the batter among the prepared muffin cups filling each about two thirds of the way.', 'Bake until the tops of the cupcakes are golden and spring back when gently pressed 18 to 20 minutes.', 'Let cool 5 minutes in the pan then transfer to a rack to cool completely.', 'Meanwhile make the filling Combine the raspberries 1 cup water and the sugar in a medium saucepan and bring to a boil stirring occasionally.', 'Reduce the heat to a simmer and cook until reduced by half about 15 minutes.', 'Whisk the cornstarch rosewater and 1 tablespoon water in a small bowl.', 'Add to the raspberries and continue to cook stirring until thickened 2 to 3 minutes.', 'Strain the sauce through a fine mesh sieve into a bowl pressing on the solids with a rubber spatula.', 'Let cool about 20 minutes.', 'Meanwhile make the frosting Put the sugar and egg whites in the bowl of a stand mixer set the bowl over a saucepan of simmering water .', 'Whisk until the mixture is warm and the sugar dissolves 3 to 5 minutes.', 'Transfer the bowl to the stand mixer beat with the whisk attachment on medium high speed until stiff glossy peaks form 6 to 8 minutes.', 'Switch to the paddle attachment.', 'With the mixer on medium high speed beat in the butter a few pieces at a time making sure the pieces are incorporated before adding more.', 'Once all the butter is added continue beating until the frosting is smooth 1 to 2 more minutes.', 'Add 3 to 4 tablespoons of the raspberry filling and the rosewater and beat until thick and smooth.', 'With a paring knife cut a 3/4 inch deep slit across the top of each cupcake nearly edge to edge gently squeeze the sides of the cupcake so the slit opens.', 'Spoon about 1 teaspoon of the raspberry filling into each cupcake.', 'Let stand 5 minutes then spoon the remaining filling into the cupcakes.', 'Spread the frosting on the cupcakes.', 'Sprinkle with coarse sugar.']",https://www.foodnetwork.com/recipes/food-network-kitchen/raspberry-rose-cupcakes-3589737,"['Cupcake', 'Fruit', 'Raspberry Recipes', 'Low Sodium']",raspberry powder soda salt butter cream egg pure vanilla extract water sugar cornstarch rosewater sugar egg butter cut piece rosewater coarse sugar line muffin flour powder soda salt butter sugar cream egg vanilla mixture batter way cupcake spring let cool combine raspberry water sugar saucepan boil heat simmer cook cornstarch rosewater water raspberry cook stirring strain sauce sieve rubber let cool frosting put sugar egg stand saucepan water mixture warm sugar dissolve transfer speed peak form switch paddle attachment speed butter piece time piece butter continue raspberry rosewater thick knife cut cupcake edge edge side cupcake slit spoon raspberry let spoon cupcake spread cupcake sprinkle coarse sugar foodnetwork food network kitchen raspberry cupcake fruit sodium cupcake flour unsalted sugar sour raspberry white unsalted cupcake degree sour flour smooth divide prepared third top golden cool meanwhile half fine mesh solid spatula white attachment high stiff glossy high sure smooth add inch slit top squeeze open cupcake url cupcake low,"['cupcakes', 'raspberry', 'rosewater', 'slit', 'cupcake', 'coarse']"
School-of-Fish Cupcake Cake,18 servings,"[{'main': ['2 sticks unsalted butter at room temperature plus more for the cake pan', '2 2/3 cups all purpose flour plus more for the cake pan', '2 teaspoons baking powder', '1/2 teaspoon fine salt', '2 cups granulated sugar', '4 large eggs', '1 tablespoon pure vanilla extract', '1 cup whole milk']}, {'frosting': ['3 sticks unsalted butter at room temperature', '6 cups confectioners sugar', 'Pinch fine salt', '1 tablespoon pure vanilla extract', '1/4 cup whole milk', 'Blue food coloring for the frosting']}, {'topping': ['1/3 cup each M Ms in six colors such as light blue dark blue light green dark green pink light purple dark purple and aqua', '12 candy eyes', '24 small red cinnamon candies such as Red Hots', '7 large white gumdrops', '1 black or brown M M', '1 large red gumdrop']}]","[' For the cupcakes Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with blue paper liners.', 'Butter and flour an 8 inch round cake pan and line the bottom with a round of parchment.', 'Whisk together the flour baking powder and salt in a bowl.', 'Beat the butter in a separate bowl with a electric mixer on medium high speed until smooth 1 minute.', 'Add the granulated sugar and beat until light and creamy about 3 minutes.', 'Beat in the eggs 1 at a time then beat in the vanilla.', 'Beat in the flour mixture in 3 batches on low speed alternating with the milk in 2 additions then beat on medium high speed until just combined.', 'Spread half of the batter in the cake pan and divide the remaining half among the paper liners.', 'Bake until the tops spring back and a tester inserted in the centers comes out clean 20 to 25 minutes for the cupcakes and 30 to 35 minutes for the cake layer.', 'Let cool 5 minutes in the pans then remove to a baking rack to cool completely.', 'For the buttercream Beat the butter in a bowl with an electric mixer on medium high until light about 1 minute.', 'Add the confectioners sugar vanilla and salt and beat on low to combine then increase the speed to medium high and beat until light and creamy about 3 minutes.', 'Beat in the milk a tablespoon at a time to make a spreadable frosting.', 'Add the food coloring a drop at a time to make a medium blue color.', 'Frost the cupcakes with about half of the buttercream.', 'Halve the cake layer crosswise.', 'Cut a small V from the middle of the flat side of one piece to make a fish tail.', 'Frost both layers with the remaining buttercream.', 'For the decoration Shingle the M Ms on one half of each cupcake to make the fish scales .', 'Add a candy eyeball to each.', 'Insert 2 red cinnamon candies on the opposite side from the scales to make fish lips.', 'Halve 6 of the white gumdrops crosswise then halve those pieces lengthwise to make half moons.', 'Stick 2 pieces of white gumdrop at the top and bottom of each cupcake for the fins.', 'Stick a white gumdrop near the top of the cake fish head.', 'Top with a black M M using a little frosting to make it adhere.', 'Halve the red gumdrop crosswise.', 'Halve one piece lengthwise to make half moons and stick to the rounded side of the cake fish head for lips.', 'Set the head at the left side of your serving tray.', 'Follow the head with the cupcakes to make the fish body.', 'Fit the tail on the tray at the end.', 'Shingle the remaining M Ms on the tail in stripes to make fish scales.']",https://www.foodnetwork.com/recipes/food-network-kitchen/school-of-fish-cupcake-cake-3714281,"['Cake', 'Cupcake', 'Dessert', 'Summer']",school cupcake butter salt sugar egg pure vanilla milk butter confectioner sugar salt pure vanilla milk food color blue dark pink purple aqua candy eye cinnamon candy brown gumdrop line muffin paper butter inch round line bottom round parchment powder salt butter speed sugar light egg time vanilla mixture batch speed milk addition speed half batter half paper bake spring center cupcake layer cool butter light confectioner sugar vanilla increase speed light milk time frosting food drop time color half buttercream halve layer crosswise cut v side piece tail frost layer buttercream decoration half scale add candy insert cinnamon candy side scale lip halve gumdrop crosswise piece lengthwise half moon gumdrop top bottom gumdrop head make halve gumdrop crosswise piece lengthwise half moon side head lip head tray head cupcake body tail tray end shingle tail scale foodnetwork food network school summer fish unsalted flour powder fine extract whole unsalted fine extract whole blue light blue dark green green light purple dark red red white gumdrop black red degree blue flour separate electric high flour low high spread top clean cool buttercream electric high low combine high spreadable blue cupcake middle flat fish make fish red opposite fish white white fin white top fish top black little frosting adhere red fish side follow fish fit fish url fish dessert,"['cupcakes', 'fish', 'gumdrop', 'scale', 'halve', 'blue']"
