Title,Yield,Ingredients,Steps,URL,Tags,processed,keywords
Skinny Chocolate Peanut Butter Cupcakes,12 cupcakes,"[{'main': ['1 cup water', '1/2 cup unsweetened natural or dutch process cocoa powder', '1 and 1/3 cups all purpose flour ', '2 teaspoons baking powder', '1/4 teaspoon salt', '1/2 cup unsalted butter softened to room temperature', '1 cup granulated sugar', '2 large eggs', '2 teaspoons pure vanilla extract']}, {'frosting': ['1 cup unsalted butter softened to room temperature', '3 4 cups confectioners sugar', '2 Tablespoons heavy cream ', '1/4 teaspoon peppermint extract ', '2 drops green food coloring', 'salt to taste', '2/3 cup mini chocolate chips']}, {'main': ['2 large very ripe bananas mashed ', '1/2 cup granulated sugar', '2 large egg whites', '3/4 cup Greek yogurt', '2 teaspoons pure vanilla extract', '1/2 cup whole wheat flour ', '1/2 cup all purpose flour ', '1/2 cup unsweetened cocoa powder', '1/2 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1/2 cup semi sweet or dark chocolate chips', '1/4 cup creamy peanut butter melted', 'optional 1/3 cup peanut butter chips']}]","['Preheat the oven to 375 F .', 'Line a muffin tin with baking cups.', 'Set aside.', 'In a large bowl mash the bananas with a fork or use a hand mixer.', 'Mash them very well no big lumps.', 'Stir in the sugar egg whites greek yogurt and vanilla extract.', 'Sift the flours cocoa powder salt baking soda and baking powder.', 'Slowly stir in the wet ingredients being careful not to overmix.', 'Fold in chocolate chips.', 'The batter will be a little chunky.', 'Divide the batter between the 12 muffin cups fill them all the way to the top.', 'Take 1 teaspoon of melted peanut butter and spoon it on top of the batter.', 'Swirl it around with a knife or a toothpick.', 'Sprinkle with peanut butter chips.', 'Repeat with all 12 cupcakes.', 'Bake for 18 20 minutes or until a toothpick inserted into the middle comes out clean.', 'Allow muffins to cool for 3 minutes then transfer to a wire rack to cool completely.', 'Muffins stay fresh in an airtight container at room temperature for up to 5 days.']",https://sallysbakingaddiction.com/skinny-chocolate-peanut-butter-swirl-cupcakes/,"[' cupcakes', ' healthy recipes', ' healthy sweet', ' all purpose flour', ' bananas', ' chocolate', ' chocolate chips', ' cocoa powder', ' egg whites', ' granulated sugar', ' peanut butter', ' peanut butter chips', ' vanilla extract', ' whole wheat flour', ' yogurt']",chocolate peanut butter water dutch process cocoa powder powder salt butter sugar egg pure vanilla extract butter confectioner sugar cream peppermint drop food coloring salt taste chocolate chip banana sugar egg yogurt pure vanilla wheat cocoa powder salt soda powder chocolate chip peanut butter peanut butter chip line muffin mash banana fork use hand mash lump stir sugar egg yogurt vanilla cocoa powder salt soda powder overmix chocolate chip batter divide batter muffin way take butter spoon batter swirl sprinkle peanut butter chip repeat bake toothpick muffin cool transfer wire cool stay container day sallysbakingaddiction skinny chocolate peanut butter cupcake flour banana chocolate chocolate chip cocoa powder egg sugar peanut butter peanut butter chip vanilla wheat flour yogurt skinny cupcake natural flour unsalted granulated unsalted heavy extract ripe granulated white greek extract whole unsweetened semi sweet dark creamy optional big white greek extract flour stir wet careful fold little chunky fill top peanut top toothpick middle come clean muffin fresh airtight url cupcake healthy healthy sweet purpose white extract whole,"['peanut', 'chip', 'muffin', 'wheat', 'healthy']"
Peanut Butter Cupcakes with Dark Chocolate Frosting,12 cupcakes,"[{'main': ['1 and 1/4 cups all purpose flour ', '1 teaspoon baking powder', '1/4 teaspoon salt', '2/3 cup creamy peanut butter', '8 Tablespoons unsalted butter softened to room temperature', '3/4 cup packed dark brown sugar', '2 large eggs', '1 teaspoon pure vanilla extract', '1/4 cup milk ']}, {'frosting': ['2 and 3/4 cups confectioners sugar', '2/3 cup unsweetened cocoa powder I used Hershey s Special Dark', '6 Tablespoons unsalted butter softened to room temperature', '6 Tablespoons heavy cream', '1 teaspoon pure vanilla extract']}]","['Preheat oven to 350 F .', 'Line 12 cup muffin pan with liners.', 'Set aside.', 'Make the cupcakes Mix together the flour baking powder and salt.', 'Set aside.', 'With a handheld or stand mixer cream together the peanut butter butter and brown sugar until light and fluffy about 2 minutes on medium speed.', 'Beat in the eggs one at a time then add in vanilla.', 'Scrape down the sides as needed.', 'Slowly beat in the flour mixture alternately with the milk mixing until just combined.', 'Do not over mix.', 'Batter will be thick.', 'Divide batter evenly between 12 cupcake tins.', 'Bake for 23 25 minutes or until toothpick inserted in the middle of a cupcake comes out clean.', 'Allow cupcakes to cool before frosting.', 'Make the frosting Sift together the powdered sugar and cocoa powder to assure there are no lumps.', 'Set aside.', 'With a handheld of stand mixer beat the butter at medium speed until fluffy about 2 minutes.', 'Gradually add the sifted sugar/cocoa powder alternately with the heavy cream and vanilla.', 'Beat on low speed after each addition.', 'Add more powdered sugar if frosting is too dark.', 'Add a pinch of salt if frosting is too sweet.', 'Frost cooled cupcakes as desired.']",https://sallysbakingaddiction.com/peanut-butter-cupcakes-with-dark-chocolate-frosting/,"[' cupcakes', ' all purpose flour', ' brown sugar', ' butter', ' chocolate', ' cocoa powder', ' confectioners sugar', ' eggs', ' heavy cream', ' milk', ' peanut butter', ' peanut butter cups', ' vanilla extract']",peanut butter chocolate powder salt peanut butter butter brown sugar egg pure vanilla milk confectioner sugar cocoa powder dark butter cream pure vanilla line powder salt cream butter butter sugar time vanilla side mixture milk batter thick divide batter toothpick cupcake cupcake cool sift sugar cocoa powder assure stand butter speed sugar cocoa powder cream vanilla speed addition add frosting dark salt frost cupcake sallysbakingaddiction peanut butter chocolate sugar butter chocolate cocoa powder confectioner sugar egg cream milk peanut butter peanut butter vanilla extract dark purpose flour creamy dark extract hershey special unsalted heavy extract flour peanut brown light scrape flour middle clean allow lump handheld sifted heavy low sugar sweet url dark purpose heavy,"['peanut', 'dark', 'butter', 'cocoa', 'powder']"
Salted Triple Caramel Cupcakes,12-14 cupcakes,"[{'main': ['1 and 1/2 cups all purpose flour ', '3/4 teaspoon baking powder', '1/2 teaspoon salt', '1 cup packed dark brown sugar', '1/2 cup granulated sugar', '1/2 cup unsalted butter softened to room temperature', '2 large eggs at room temperature', '1 teaspoon pure vanilla extract', '1/2 cup whole milk ']}, {'frosting': ['1/2 cup salted or unsalted butter', '1 cup packed dark brown sugar', '1/3 cup heavy cream', '1/2 teaspoon salt', '2 3 cups confectioners sugar sifted', 'salt to taste', 'optional salted caramel candies for decoration']}]","['Preheat oven to 350 F .', 'Line 12 cup muffin pan with paper liners plus a second pan with only 2 liners.', 'Fill empty cups halfway with water to prevent the pan from warping.', 'Set aside.', 'In a large bowl whisk together the flour baking powder and salt.', 'In a separate medium bowl beat the butter and sugars together at medium high speed until light and fluffy 2 3 minutes.', 'Add the eggs and vanilla.', 'Beat until combined.', 'Slowly mix in the dry ingredients until no flour remains scraping down the sides of the bowl as needed.', 'Slowly stir in the milk.', 'Do not overmix the batter.', 'Fill each cupcake liner only 1/2 way full with batter.', 'Bake cupcakes for 22 23 minutes or until a toothpick inserted in the center of the cupcake comes out clean.', 'Let the cupcakes cool before frosting about 1 hour.', 'While the cupcakes are cooling melt the butter in a small saucepan.', 'Once melted add brown sugar and heavy cream.', 'Stir constantly over medium heat until sugar is dissolved.', 'Add salt.', 'Allow to bubble for 3 full minutes no more.', 'Remove from heat and allow to slightly cool only about 15 minutes.', 'Do not place in the refrigerator to cool.', 'With a hand mixer at medium speed beat in powdered sugar 1 cup at a time until you reach desired consistency.', 'Add a little heavy cream if you d like the frosting a little creamier or thinner .', 'Add more salt if the frosting tastes too sweet.', 'Frost cooled cupcakes and adorn with salted caramel candies.', 'Cupcakes stay fresh in an airtight container for up to 2 days at room temperature and 5 in the refrigerator.']",https://sallysbakingaddiction.com/triple-salted-caramel-cupcakes/,"[' cupcakes', ' seasonal', ' all purpose flour', ' brown sugar', ' butter', ' caramel', ' confectioners sugar', ' eggs', ' granulated sugar', ' heavy cream', ' milk', ' salted caramel', ' vanilla extract']",powder salt sugar sugar butter pure vanilla milk butter brown sugar cream salt confectioner sugar taste candy decoration line paper fill water prevent powder salt butter sugar speed fluffy egg vanilla flour side milk overmix batter way batter cupcake toothpick center cupcake let hour cupcake melt butter saucepan sugar cream stir heat sugar salt remove heat place refrigerator hand speed time reach consistency cream thinner salt taste sweet frost cupcake adorn candy cupcake stay container day refrigerator sallysbakingaddiction triple cupcake sugar butter caramel confectioner sugar egg cream milk vanilla extract triple purpose flour dark brown unsalted egg extract whole unsalted dark heavy salt optional caramel second empty flour separate high light dry stir full come clean cool add brown heavy add bubble full cool cool sugar little heavy little creamier caramel fresh airtight url caramel seasonal purpose sugar heavy caramel,"['caramel', 'sugar', 'triple', 'cupcake', 'salt']"
Easy Homemade Funfetti Cupcakes,12 cupcakes,"[{'main': ['1 and 2/3 cups all purpose flour ', '1/2 teaspoon baking powder', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup unsalted butter melted', '1 cup granulated sugar', '1 large egg', '1/4 cup yogurt ', '3/4 cup milk ', '2 teaspoons pure vanilla extract', '1/2 cup rainbow sprinkles ']}, {'frosting': ['3/4 cup unsalted butter softened to room temperature', '3 cups confectioners sugar', '1/4 cup heavy cream or half and half ', '2 teaspoons pure vanilla extract', 'salt to taste']}]","['Preheat oven to 350 F .', 'Line muffin tin with 12 cupcake liners.', 'Set aside.', 'Make the cupcakes In a medium bowl mix together flour baking powder baking soda and salt.', 'Set aside.', 'In a large microwave safe bowl melt butter in the microwave.', 'Whisk in sugar mixture will be gritty.', 'Chill in the refrigerator for 1 minute.', 'Stir in egg yogurt milk and vanilla extract until combined.', 'Slowly mix in dry ingredients until no lumps remain.', 'Batter will be thick.', 'Slowly stir in sprinkles but do not overmix because the sprinkles will bleed their color.', 'Divide batter among 12 cupcake liners and bake for up to 20 minutes or until a toothpick inserted in the center comes out clean.', 'Allow to cool.', 'Make the frosting in a medium bowl beat the softened butter on medium speed with an electric or stand mixer fitted with a paddle attachment.', 'Beat for about 3 minutes until smooth and creamy.', 'Turn mixer off and add confectioners sugar cream and vanilla extract.', 'Mix on low for 1 minute then increase to high speed and beat for 3 4 full minutes.', 'Add more powdered sugar if frosting is too thin or more cream if frosting is too thick.', 'Add salt if frosting is too sweet .', 'Frost cooled cupcakes and top with sprinkles.', 'Store cupcakes in an airtight container at room temperature for up to 3 days and in the refrigerator up to 5.']",https://sallysbakingaddiction.com/easy-homemade-funfetti-cupcakes/,"[' birthday', ' cupcakes', ' easter recipes', ' seasonal', ' all purpose flour', ' butter', ' confectioners sugar', ' eggs', ' granulated sugar', ' heavy cream', ' milk', ' sprinkles', ' vanilla extract', ' yogurt']",powder soda salt butter sugar egg milk pure vanilla extract rainbow sprinkle butter confectioner sugar cream half vanilla extract taste line muffin cupcake powder soda salt melt butter sugar mixture gritty chill refrigerator stir egg milk vanilla extract lump overmix color divide batter bake toothpick center butter speed stand smooth turn confectioner sugar cream vanilla extract increase speed add frosting cream add salt frost cupcake sprinkle store cupcake container day refrigerator sallysbakingaddiction homemade butter confectioner sugar egg cream milk vanilla extract yogurt easy flour unsalted granulated unsalted heavy half pure flour safe dry batter thick stir sprinkle cupcake clean allow electric paddle attachment creamy add low high full sugar thin thick sweet top airtight url easy birthday easter seasonal flour sugar heavy,"['confectioner', 'easy', 'sugar', 'cupcake', 'sprinkle']"
Apple Spice Cupcakes with Salted Caramel Frosting,14-16 cupcakes,"[{'main': ['1/2 cup unsalted butter melted and slightly cooled', '2/3 cup packed light or dark brown sugar ', '1/3 cup granulated sugar', '2 large eggs at room temperature', '1/3 cup milk ', '2 teaspoons pure vanilla extract', '1 and 1/2 cups all purpose flour ', '1 teaspoon baking soda', '1/4 teaspoon baking powder', '1/2 teaspoon salt', '1 teaspoon ground cinnamon', '1/4 teaspoon ground nutmeg', '1 large apple peeled and finely chopped ']}, {'frosting': ['1/2 cup unsalted butter', '1 cup packed light or dark brown sugar ', '1/3 cup heavy cream divided', '1/4 teaspoon salt', '2 3 cups confectioners sugar sifted', 'optional garnish salted caramel sauce and apple slices']}]","['Preheat the oven to 350 F .', 'Line a 12 cup muffin pan with cupcake liners.', 'Line a second pan with 2 liners this recipe makes about 14 cupcakes.', 'Set aside.', 'Make the cupcakes Whisk the melted butter brown sugar and granulated sugar together in a medium bowl until combined.', 'Whisk in the eggs one at a time until smooth then whisk in the vanilla extract and milk.', 'Set aside.', 'Whisk the flour baking soda baking powder salt cinnamon and nutmeg together in a large bowl.', 'Slowly add the wet ingredients to the dry ingredients and stir gently until combined.', 'The batter will have a few lumps.', 'Fold in the apples.', 'Fill the cupcake liners 3/4 of the way full with batter.', 'Bake for 21 23 minutes rotating the pan halfway through baking.', 'A toothpick inserted in the center will come out clean when done.', 'Remove from the oven and allow to cool completely before frosting.', 'Make the frosting While the cupcakes are cooling melt the butter in a small saucepan.', 'Once melted add brown sugar and 2 Tablespoons of heavy cream.', 'Whisk constantly over medium heat until sugar is dissolved.', 'Add salt.', 'Allow to bubble for about 2 minutes.', 'Remove from heat and allow to cool for about 30 minutes.', 'With a hand or stand mixer fitted with a whisk attachment beat in 2 cups confectioners sugar and the remaining heavy cream.', 'Slowly add 1/2 1 cup more confectioners sugar until you reach the desired consistency.', 'Add a little cream or milk if you find the frosting too thick.', 'Frost cooled cupcakes and drizzle with salted caramel sauce if desired.']",https://sallysbakingaddiction.com/apple-spice-cupcakes-with-salted-caramel-frosting/,"[' cupcakes', ' fall recipes', ' seasonal', ' all purpose flour', ' apples', ' brown sugar', ' butter', ' cinnamon', ' confectioners sugar', ' eggs', ' granulated sugar', ' heavy cream', ' milk', ' nutmeg', ' salted caramel', ' vanilla extract']",apple spice cupcake cupcake butter dark brown sugar sugar egg milk pure vanilla extract soda powder salt ground cinnamon ground apple butter brown sugar cream salt confectioner sugar garnish sauce apple slice line line cupcake sugar sugar time vanilla milk flour soda powder salt cinnamon stir batter lump fold apple way batter bake center remove allow cool cupcake melt butter saucepan sugar cream heat sugar salt remove heat hand stand confectioner sugar cream confectioner sugar reach consistency milk thick frost drizzle sauce sallysbakingaddiction apple spice cupcake cupcake fall flour apple brown sugar butter cinnamon confectioner sugar egg cream milk vanilla extract caramel unsalted packed light flour unsalted light dark heavy optional caramel second brown extract wet dry full clean frosting add brown heavy add bubble allow cool attachment heavy add little cream frosting cupcake caramel url caramel seasonal purpose sugar heavy caramel,"['apple', 'caramel', 'sugar', 'cupcake', 'confectioner']"
Brownie Cupcakes with Pumpkin Cream Cheese Frosting,12 cupcakes,"[{'main': ['4 ounces unsweetened or bittersweet chocolate chopped ', '1/2 cup unsalted butter cut into cubes', '1 and 1/4 cups granulated sugar', '1 teaspoon pure vanilla extract', '3 large eggs room temperature', '3/4 cup all purpose flour ', '1/4 teaspoon salt']}, {'frosting': ['4 oz cream cheese softened to room temperature', '2 Tablespoons unsalted butter softened to room temperature', '1/4 cup pumpkin puree', '1 teaspoon ground cinnamon', '1/4 teaspoon each ground ginger ground cloves and ground nutmeg ', '2 2.5 cups confectioners sugar sifted', '1/4 cup heat treated all purpose flour ', 'salt to taste']}]","['Preheat oven to 325 F .', 'Line 12 muffin tins with baking cups or spray with nonstick spray.', 'Set aside.', 'Make the cupcakes Melt the chopped chocolate and sliced butter together in the microwave in 30 second increments stirring after each until completely smooth and combined.', 'Allow to cool for a few minutes.', 'Stir in sugar then vanilla.', 'Add in eggs 1 at a time mixing well after each addition.', 'Mix in the flour and salt.', 'Pour batter into 12 muffin tins and bake for 20 25 minutes.', 'Mine took 22 minutes.', 'A toothpick inserted in the center will have moist crumbs.', 'Be careful not to overbake the cupcakes.', 'While the cupcakes are cooling in the pan make the pumpkin frosting Using a handheld or stand mixer with a paddle attachment mix the cream cheese butter pumpkin and spices on medium speed until creamy.', 'Add the 2 2.5 cups of sifted powdered sugar depending how sweet you d like it.', 'If frosting is much too thin add in the flour to thicken it.', 'Add salt to cut the sweetness if you prefer.', 'Frost cooled cupcakes as desired.']",https://sallysbakingaddiction.com/fudge-brownie-cupcakes-with-pumpkin-cream-cheese-frosting/,"[' cupcakes', ' fall recipes', ' seasonal', ' all purpose flour', ' butter', ' chocolate', ' cinnamon', ' cloves', ' confectioners sugar', ' cream cheese', ' eggs', ' ginger', ' granulated sugar', ' nutmeg', ' pumpkin', ' pumpkin pie spice', ' vanilla extract']",cream cheese cupcake bittersweet chocolate butter cut cube pure vanilla extract egg salt cream cheese butter puree ground cinnamon ground ginger ground ground nutmeg confectioner sugar heat salt taste line muffin spray spray cupcake melt chocolate butter increment cool stir sugar vanilla egg time addition flour salt batter muffin bake mine center moist crumb cupcake cupcake frosting stand attachment cream cheese butter spice speed add sugar add salt frost cupcake sallysbakingaddiction fudge brownie cupcake pumpkin cream cheese butter chocolate cinnamon clove confectioner sugar cream cheese egg ginger sugar nutmeg pumpkin pumpkin pie spice vanilla extract pumpkin unsweetened unsalted sugar flour oz unsalted pumpkin flour nonstick microwave second smooth allow careful overbake pumpkin handheld paddle pumpkin creamy powdered much thin flour thicken sweetness url fall seasonal purpose,"['pumpkin', 'ground', 'cupcake', 'cheese', 'ginger']"
Chocolate Cupcakes with Salted Caramel Frosting,20-22 cupcakes,"[{'main': ['1 box Devil s Food Cake Mix', '1 small box Jello Chocolate Fudge instant pudding mix', '4 large eggs', '1/2 cup vegetable oil', '1/2 cup milk', '1 cup sour cream ']}, {'frosting': ['1/2 cup salted butter', '1 cup packed dark brown sugar', '1/3 cup heavy cream', '1/4 teaspoon salt', '2 3 cups confectioners sugar sifted', 'optional 20 pretzel twists']}]","['Start with the frosting Melt the butter in a small saucepan over low heat.', 'Once melted add brown sugar and heavy cream.', 'Stir constantly over medium heat until sugar is dissolved.', 'Add salt.', 'Allow to bubble for exactly 2 minutes.', 'Remove from heat and allow to cool.', 'Beat in confectioners sugar 1 cup at a time until you reach desired consistency.', 'Make the cupcakes Preheat oven to 350 F .', 'Line two 12 cupcake pans with liners.', 'Set aside.', 'Using a stand or hand held electric mixer on medium speed beat together the cake mix pudding mix eggs oil milk and sour cream.', 'Beat until well combined about 2 minutes.', 'Scoop the batter evenly into cupcake liners.']",https://sallysbakingaddiction.com/chocolate-fudge-cupcakes-with-salted-caramel-frosting/,"[' cupcakes', ' brown sugar', ' butter', ' cake mix', ' caramel', ' chocolate', ' confectioners sugar', ' eggs', ' heavy cream', ' milk', ' oil', ' pretzels', ' salted caramel', ' sour cream']",chocolate cupcake cupcake box devil food cake box jello chocolate fudge instant egg oil milk cream frosting butter brown sugar cream salt confectioner sugar pretzel start melt butter heat sugar cream stir heat sugar salt heat cool confectioner sugar time reach consistency line cupcake hand speed egg oil milk sour cream scoop batter sallysbakingaddiction chocolate fudge cupcake cupcake sugar butter caramel chocolate confectioner sugar egg cream milk oil pretzel cream caramel vegetable sour dark heavy optional twist low add brown heavy add bubble allow cupcake stand electric url caramel brown heavy caramel sour,"['caramel', 'cupcake', 'pretzel', 'fudge', 'confectioner']"
Funfetti Cupcakes with Milk Chocolate Frosting,12 cupcakes,"[{'main': ['1 and 1/2 cups all purpose flour ', '1 and 1/2 teaspoon baking powder', '1/4 teaspoon salt', '2 large eggs', '2/3 cup granulated sugar', '3/4 cup unsalted butter melted', '2 teaspoons pure vanilla extract', '1/2 cup milk', '1/2 cup sprinkles']}, {'frosting': ['1 cup unsalted butter softened to room temperature', '3 and 1/2 cups confectioners sugar', '1/2 cup unsweetened natural cocoa powder', '1/2 teaspoon salt', '2 teaspoons pure vanilla extract', '3 Tablespoons half and half or milk or heavy cream ']}]","['Preheat the oven to 350 F .', 'Line the muffin tin with cupcake liners.', 'Set aside.', 'Make the cupcakes Whisk the flour baking powder and salt together in a medium bowl.', 'Set aside.', 'In another medium bowl beat the eggs and sugar with a stand mixer  or electric handheld mixer until light and foamy about 2 minutes.', 'While beating slowly pour in the butter and then the vanilla.', 'While mixing add half the dry ingredients then add all the milk and follow with the rest of the dry ingredients.', 'Do NOT overmix the batter.', 'Gently fold in 1/2 cup sprinkles.', 'Divide the batter evenly in the prepared cupcake liners.', 'Bake for about 20 25 minutes until a toothpick inserted in the middle comes out clean.', 'Allow cupcakes to cool completely before frosting.', 'Make the frosting Sift 3 cups confectioners sugar cocoa powder into a medium bowl.', 'Set aside.', 'On medium speed cream butter for a few minutes in a stand mixer with the paddle attachment.', 'Turn speed to LOW and slowly pour in the dry ingredients.', 'Be careful so that the dry ingredients do not blow everywhere Mix until sugar/cocoa are absorbed by the butter.', 'Turn up mixer to medium speed and add the vanilla and salt.', 'Slowly add in the half half  and beat for about 2 minutes or until the frosting reaches a desired thickness.', 'Add the last 1/2 cup of confectioners sugar if needed to increase frosting thickness .', 'Pipe or spread the frosting onto the cooled cupcakes.', 'Decorate with additional sprinkles if desired.']",https://sallysbakingaddiction.com/classic-yellow-funfetti-cupcakes-with-milk-chocolate-frosting/,"[' birthday', ' cupcakes', ' seasonal', ' all purpose flour', ' butter', ' cocoa powder', ' confectioners sugar', ' eggs', ' granulated sugar', ' heavy cream', ' milk', ' sprinkles', ' vanilla extract']",milk chocolate powder salt egg sugar butter vanilla extract milk sprinkle butter confectioner sugar cocoa powder salt pure vanilla half milk cream line muffin powder salt egg sugar handheld beating butter vanilla half add milk rest dry overmix batter divide batter toothpick cupcake cool sift confectioner sugar cocoa powder speed cream butter attachment speed blow cocoa butter speed vanilla salt reach confectioner sugar increase pipe spread cupcake decorate sprinkle sallysbakingaddiction milk chocolate butter cocoa powder confectioner sugar egg cream milk vanilla extract purpose flour unsalted pure unsalted unsweetened natural extract half heavy flour electric light foamy pour add dry follow sprinkle prepared middle come clean frosting paddle low dry careful dry sugar half half thickness last thickness additional url classic yellow birthday seasonal purpose sugar heavy,"['thickness', 'confectioner', 'half', 'milk', 'cocoa']"
Brownie Cupcakes with Cookie Dough Frosting,12 cupcakes,"[{'main': ['4 ounces unsweetened or bittersweet chocolate chopped ', '1/2 cup unsalted butter cut into cubes', '1 and 1/4 cups granulated sugar', '1 teaspoon pure vanilla extract', '3 large eggs', '3/4 cup all purpose flour ', '1/4 teaspoon salt']}, {'frosting': ['1/2 cup unsalted butter softened to room temperature', '3/4 cup packed light brown sugar', '1 teaspoon pure vanilla extract', '1 cup 2 Tablespoons heat treated all purpose flour ', '1/2 teaspoon salt', '1/4 cup milk ', '1 cup mini chocolate chips']}]","['Preheat oven to 325 F .', 'Line 12 muffin tins with baking cups or spray with nonstick spray.', 'Set aside.', 'Make the brownie cupcakes Melt the chopped chocolate and sliced butter together in the microwave in 30 second increments stirring after each until completely smooth and combined.', 'Allow to cool for a few minutes.', 'Stir in sugar then vanilla.', 'Add in eggs 1 at a time mixing well after each addition.', 'Mix in the flour and salt.', 'Pour batter into 12 muffin tins and bake for 20 23 minutes.', 'Mine took 22 minutes.', 'A toothpick inserted in the center will have moist crumbs.', 'Be careful not to overbake the cupcakes.', 'Make the frosting While the cupcakes are cooling in the pan make the frosting.', 'With an electric or stand mixer fitted with a paddle attachment cream together the butter and sugar at medium speed.', 'Add the vanilla and beat well.', 'Stir in the flour and salt until doughy.', 'Stir in the milk and beat until fluffy.', 'Gently fold in chocolate chips.', 'Frost cooled cupcakes.']",https://sallysbakingaddiction.com/fudge-brownie-cupcakes-with-cookie-dough-frosting/,"[' brownies bars', ' cupcakes', ' all purpose flour', ' brown sugar', ' butter', ' chocolate', ' chocolate chips', ' cookie dough', ' eggs', ' granulated sugar', ' milk', ' vanilla extract']",cookie cupcake bittersweet chocolate butter cut cube pure vanilla extract egg salt butter brown sugar pure vanilla extract heat salt milk chocolate chip line muffin spray spray melt chocolate butter increment cool stir sugar vanilla egg time addition flour salt batter muffin bake mine center moist crumb cupcake stand attachment cream butter sugar speed vanilla salt doughy stir milk chocolate chip frost cupcake sallysbakingaddiction fudge brownie cookie bar cupcake brown sugar butter chocolate chocolate chip cookie egg sugar milk vanilla extract unsweetened unsalted sugar flour unsalted packed light purpose flour nonstick chopped microwave second smooth allow careful electric paddle flour fold url brownie flour,"['chocolate', 'cookie', 'brownie', 'cupcake', 'muffin']"
Brownie Cupcakes with Peanut Butter Frosting,10-12 cupcakes,"[{'main': ['1/2 cup unsalted butter', '3/4 cup packed light brown sugar', '1/2 cup unsweetened cocoa powder', '1 Tablespoon pure vanilla extract', '2 large eggs at room temperature', '1/4 teaspoon salt', '1/2 teaspoon baking powder', '2/3 cup all purpose flour ']}, {'frosting': ['5 Tablespoons unsalted butter softened to room temperature', '1 cup creamy peanut butter', '1 cup confectioners sugar', '1/3 cup heavy cream', '1 teaspoon pure vanilla extract', '1/4 teaspoon salt', 'chocolate sprinkles']}]","['Preheat oven to 375 F .', 'Line a muffin pan with cupcake liners.', 'Make the cupcakes Melt butter in the microwave in a large microwave safe bowl.', 'Mix in the sugar until smooth and microwave for about 1 minute.', 'Stir the mixture until smooth again.', 'Whisk in the vanilla and eggs.', 'In a separate bowl mix together the salt baking powder cocoa powder and flour.', 'Slowly add to the wet ingredients and stir until completely combined.', 'Fill the muffin tins about 2/3 full.', 'Bake in the prepared muffin tin for about 8 10 minutes .', 'Allow to cool completely.', 'Make the frosting Beat softened butter on medium speed for 1 minute until completely smooth and creamy.', 'Add the peanut butter and beat on medium high speed until the two are combined.', 'Add the confectioners sugar cream vanilla extract and salt.', 'Beat on low speed for about 20 seconds then gradually increase to high speed.', 'Beat on high for 1 minute.', 'Frost cooled cupcakes.', 'Top with chocolate sprinkles if desired.']",https://sallysbakingaddiction.com/fudge-brownie-cupcakes-with-peanut-butter-frosting/,"[' brownies bars', ' cupcakes', ' all purpose flour', ' brown sugar', ' butter', ' chocolate', ' cocoa powder', ' confectioners sugar', ' eggs', ' heavy cream', ' peanut butter', ' sprinkles', ' vanilla extract']",butter cupcake butter sugar cocoa powder pure vanilla extract egg salt powder frosting butter peanut butter confectioner sugar cream pure vanilla extract salt chocolate sprinkle line muffin cupcake melt butter sugar mixture vanilla egg salt powder cocoa stir fill bake muffin cool frosting butter speed add peanut butter speed confectioner sugar cream vanilla salt speed speed frost cupcake chocolate sprinkle sallysbakingaddiction fudge brownie peanut butter bar cupcake brown sugar butter chocolate cocoa powder confectioner sugar egg cream peanut butter sprinkle vanilla extract peanut unsalted light brown flour unsalted creamy heavy safe stir separate flour wet full prepared allow softened smooth creamy high extract low second high high top url brownie flour heavy,"['peanut', 'butter', 'confectioner', 'speed', 'brownie']"
