Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Buttercream Frosting,Enough frosting for 24 cupcakes or a 9-inch layer cake,"[{'frosting': [' 3 sticks unsalted butter softened ', ' Tiny pinch fine sea salt ', ' 1 pounds powdered sugar sifted ', ' 1 tablespoon clear vanilla extract ', ' 2 3 tablespoons heavy cream or milk ']}]","['In the bowl of a stand mixer fitted with the paddle attachment beat the butter on medium high speed for 6 7 minutes.', 'With the mixer on low speed slowly add in the salt and powdered sugar and continue beating until the sugar is fully incorporated.', 'Add in vanilla and cream or milk and mix on low speed until incorporated.', 'Turn the mixer back up to medium high speed and beat the buttercream for an additional 6 7 minutes.', 'If the buttercream is too thick add in a bit of milk one teaspoon at a time until you reach the desired consistency.']",https://www.mybakingaddiction.com/buttercream-frosting-recipe/,"['baking basics', 'butter', 'buttercream frosting', 'fundamentals', 'how to', 'miscellaneous', 'vanilla', 'baking basics', 'butter', 'buttercream frosting', 'fundamentals', 'how to', 'vanilla']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctored Cake Mix,24 cupcakes,"[{'main': [' 1 package devil s food cake mix ', ' 1 package instant chocolate pudding mix ', ' 3/4 cup sour cream ', ' 3/4 cup vegetable oil ', ' 3 large eggs lightly beaten ', ' 2 teaspoons pure vanilla extract ', ' 1 tablespoon instant espresso granules dissolved in 1/2 cup warm water ']}]","['Preheat oven to 350 F. Line muffin tin with paper liners or spray with non stick cooking spray.', 'In the bowl of a stand mixer fitted with the paddle attachment or with a hand mixer in a large bowl beat together the cake and pudding mixes sour cream oil eggs vanilla and espresso water mixture.', 'Beat for about two minutes on medium speed until well combined.', 'Using a large cookie scoop distribute the batter between 24 muffin wells about 3 tablespoons of batter per well.', 'Bake in preheated oven for 18 22 minutes or until the tops of the cakes spring back when lightly touched.', 'Allow cupcakes to cool inside muffin tins for about 10 minutes.', 'Remove cupcakes from muffin tins and allow to fully cool on a wire rack.', 'Once cupcakes are cool top with your favorite buttercream recipe.', 'Pour the batter into a well greased 12 cup bundt cake pan.', 'Bake at 350 F for approximately 50 to 55 minutes or until top is springy to the touch and a wooden toothpick inserted comes out clean.', 'If desired drizzle the cooled cake with your favorite recipe for chocolate ganache.', 'Pour batter evenly between 2 greased 9 inch cake pans.', 'Bake at 350 F for 25 30 minutes or until a wooden toothpick inserted in the center of the cakes comes out clean.', 'Frost cooled cake with your favorite buttercream recipe.']",https://www.mybakingaddiction.com/cake-mix-recipe/,"['cake', 'cake mix', 'chocolate', 'cupcakes', 'easy recipes', 'time saving tips']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Cherry Pie Filling,enough to fill a 9-inch pie crust,"[{""filling': [' 5 to 6 cups fresh pitted cherries about 2 1/2 to 3 pounds ', ' 1/2 cup water ', ' 2 tablespoons freshly squeezed lemon juice ', ' 2/3 cup granulated sugar ', ' 4 tablespoons cornstarch ', ' 1/4 teaspoon almond extract optional ']}]","['In a saucepan over medium heat combine cherries water lemon juice sugar and cornstarch.', 'Bring to a boil reduce heat to low and cook stirring frequently for about 10 minutes.', 'If using stir in almond extract.', 'Cool slightly before using as a topping.']",https://www.mybakingaddiction.com/homemade-cherry-pie-filling-recipe/,"['cherries', 'desserts', 'fruit', 'fundamentals', 'how to', 'miscellaneous', 'summer recipes', 'cherries', 'desserts', 'fruit', 'fundamentals', 'how to', 'summer recipes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Cocoa Cheesecake,12 servings,"[{'crust': [' 20 Oreo cookies crushed in a food processor until they form fine crumbs ', ' 3 tablespoons unsalted butter melted ', ' For the Cheesecake ', ' 4 8 ounce packages cream cheese room temperature ', ' 1/2 cup granulated sugar ', ' 4 large eggs room temperature ', ' 2 teaspoons pure vanilla extract ', ' 2 cups semisweet chocolate chips ', ' 1/2 cup flavored coffee creamer or heavy cream ', ' 2 tablespoons all purpose flour ']}, {'topping': [' whipped cream ', ' Campfire Mini White Marshmallows ']}]","['Preheat oven to 350 F. Tightly wrap a 9 inch springform pan in heavy duty foil.', 'This step prevents leaks when using a water bath.']",https://www.mybakingaddiction.com/hot-cocoa-cheesecake/,"['cheesecake', 'cheesecake', 'chocolate', 'marshmallows']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chewy Mint Chocolate Chip Cookies,About 4 dozen,"[{'main': [' 3/4 cup butter softened ', ' 3/4 cup brown sugar ', ' 1/2 cup Karo Light Corn Syrup ', ' 1 egg ', ' 2 teaspoons pure vanilla extract ', ' 2 1/2 cups all purpose flour ', ' 1 teaspoon baking soda ', ' 1/4 teaspoon salt ', ' 5 ounces semi sweet chocolate chips or dark chocolate chips ', ' 5 ounces mint chips ']}]","['Preheat oven to 350 F. Beat butter and sugar with electric mixer in large bowl until fluffy.', 'Beat in Karo Light Corn Syrup egg and vanilla.', 'Gradually beat in flour baking soda and salt until combined.', 'Stir in chocolate chips and mint chips.', 'Drop dough by heaping tablespoonfuls onto lightly greased baking sheets.', 'Bake for 9 to 11 minutes or until lightly browned.', 'Cool 1 to 2 minutes on pan remove from pan to wire rack.']",https://www.mybakingaddiction.com/chewy-mint-chocolate-chip-cookies/,"['cookies', 'chocolate', 'cookies', 'mint']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Praline Cheesecake,12 servings,"[{'crust': [' 8 ounces gingersnap cookies crushed into fine crumbs ', ' 4 tablespoons unsalted Challenge Butter melted ']}, {'for_the_pralines': [' 1 cups chopped pecans ', ' cup packed light brown sugar ', ' teaspoon pumpkin pie spice ', ' 2 tablespoons water ']}, {'main': [' 4 8 ounce packages Challenge Cream Cheese at room temperature ', ' 1 cup granulated sugar ', ' 3 large eggs ', ' 1 can pure pumpkin puree ', ' 1/3 cup heavy cream ', ' 2 teaspoons pure vanilla extract ', ' 1 tablespoon pumpkin pie spice ']}, {'topping': [' cup caramel sauce ']}]","['Preheat oven to 350 F. Tightly wrap a 9 inch springform pan in heavy duty foil.', 'This step prevents leaks when using a water bath.']",https://www.mybakingaddiction.com/pumpkin-praline-cheesecake/,"['cheesecake', 'pumpkin', 'cheesecake', 'pumpkin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownie Dirt Pudding,8-10 servings,"[{'pudding': [' 1 9x9 inch pan of brownies baked and cooled ', ' 1 3.9 ounce box of instant chocolate pudding mix ', ' 1/2 cup milk ', ' 1 14 ounce can of sweetened condensed milk ', ' 1 8 ounce container frozen whipped topping thawed ', ' 8 chocolate sandwich cookies crushed into fine crumbs ', ' edible Halloween themed candy and headstone toppers ']}]","['Use a small glass or round biscuit cutter to cut the brownies into 5 6 circular shapes.', 'The size will depend on the type of serving dish you are using.', 'You want the brownie to fit snuggly into the bottom of your serving dish.', 'Once you have the brownie circles slice each brownie in half horizontally directly through the centers of the brownies so each brownie is now two thinner circular brownies.', 'Place one brownie circle into the bottom of each serving dish.', 'In a large bowl whisk together the dry pudding mix milk and sweetened condensed milk until smooth.', 'Fold in whipped topping and gently mix until no streaks remain.', 'Evenly spoon or pipe the pudding mixture directly onto each brownie slice.', 'Top with crushed cookie crumbs and decorate as you wish.', 'Refrigerate for at least 2 hours before serving.']",https://www.mybakingaddiction.com/brownie-dirt-pudding/,"['brownies', 'halloween', 'miscellaneous', 'brownies', 'hallowee']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie Theater Popcorn Bars,12 servings,"[{'main': [' 4 tablespoons unsalted butter ', ' 10.5 ounce package Campfire Mini Marshmallows ', ' 9 cups popped salted popcorn ', ' 1/2 cup chocolate melting wafers ', ' assorted candies ']}]","['Line a 9 x 9 inch baking pan with parchment paper or foil and spray with nonstick cooking spray.', 'In large pan melt butter over low heat.', 'Set aside 1 cup marshmallows.', 'Add the rest of the marshmallows to the pan and stir until completely melted.', 'Gradually add in the popcorn stirring until well coated.', 'Fold in the reserved 1 cup of marshmallows and mix until they are evenly incorporated.', 'Using a buttered spatula or clean hands to firmly press the mixture into the prepared pan.', 'Cool completely.', 'Cut into bars.', 'Melt chocolate candy melts according to package directions.', 'Use a spoon to coat the top of the Movie Theater Popcorn with the melted chocolate.', 'Immediately top with candies of your choice along with additional marshmallows and popcorn.']",https://www.mybakingaddiction.com/movie-theater-popcorn-bars/,"['bar desserts', 'campfire', 'candy', 'marshmallows', 'bar desserts', 'marshmallows']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Cherry Almond Cheesecakes,12 servings,"[{'crust': [' 3 whole graham crackers ', ' 1/4 cup sliced almonds ', ' 2 tablespoons granulated sugar ', ' 2 tablespoons unsalted butter melted ']}, {'filling': [' 2 packages cream cheese room temperature ', ' 1/2 cup sugar ', ' 2 eggs ', ' 1 teaspoon Nielsen Massey Organic Pure Almond Extract ']}, {'topping': [' 1 cup cherry pie filling ']}]","['Preheat oven to 350 F. Line a standard cupcake pan with paper cupcake liners.', 'Place graham cracker pieces and almonds into the bowl of a food processor fit with metal blade.', 'Pulse until they form a fine crumb.', 'Add 2 tablespoons sugar and melted butter and pulse until all the ingredients are evenly distributed.', 'Place a heaping tablespoon of the crumb mixture in the bottom of each baking cup.', 'Press gently to form an even crust.', 'Bake crusts in preheated oven for 5 minutes.', 'Place pan on wire rack to cool while you prepare the filling.', 'Beat cream cheese and sugar in a large bowl of with an electric mixer until well mixed.', 'Add eggs in one at a time and mix until incorporated.', 'Scrape the sides of the mixing bowl and add in almond extract.', 'Beat until just blended.', 'Use a large cookie scoop to evenly distribute the filling into baking cups.', 'Bake for 15 17 minutes or until just set.', 'Place pan on a cooling rack to cool completely.', 'Chill in refrigerator for at least 2 hours.', 'Once your cheesecakes are completely chilled top with cherry pie filling before serving.']",https://www.mybakingaddiction.com/mini-cherry-almond-cheesecakes/,"['cheesecake', 'mini desserts', 'almonds', 'cheesecake', 'cherries', 'mini desserts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Make Buttercream Frosting,Enough frosting for 24 cupcakes or a 9-inch layer cake,"[{'frosting': [' 3 sticks unsalted butter softened ', ' Tiny pinch fine sea salt ', ' 1 pounds powdered sugar sifted ', ' 1 tablespoon clear vanilla extract ', ' 2 3 tablespoons heavy cream or milk ']}]","['In the bowl of a stand mixer fitted with the paddle attachment beat the butter on medium high speed for 6 7 minutes.', 'With the mixer on low speed slowly add in the salt and powdered sugar and continue beating until the sugar is fully incorporated.', 'Add in vanilla and cream or milk and mix on low speed until incorporated.', 'Turn the mixer back up to medium high speed and beat the buttercream for an additional 6 7 minutes.', 'If the buttercream is too thick add in a bit of milk one teaspoon at a time until you reach the desired consistency.']",https://www.mybakingaddiction.com/how-to-make-buttercream-frosting/,"['buttercream frosting', 'frosting', 'how to', 'miscellaneous']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Cheesecake Fluff,10 servings,"[{'main': [' 2 8 ounce packages cream cheese room temperature ', ' 1 1/2 cups powdered sugar ', ' 2 teaspoons vanilla extract ', ' 2 8 ounce containers frozen whipped topping thawed ', ' 2 16 ounce containers fresh strawberries washed hulled and sliced ', ' 1 1/2 cups Campfire Mini White Marshmallows ', ' 3 full sheets of graham crackers coarsely crushed ', ' additional whipped topping for garnish optional ']}]","['In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer beat the cream cheese for 3 minutes.', 'Scrape down the sides of the bowl and add in powdered sugar and vanilla and beat an additional 3 minutes.', 'Fold in whipped topping until completely incorporated.', 'Fold in the strawberries and marshmallows.', 'Cover and refrigerate for at least 2 hours.', 'If desired top with additional whipped topping and crushed graham crackers just before serving.']",https://www.mybakingaddiction.com/strawberry-cheesecake-fluff/,"['berries', 'campfire', 'cheesecake', 'no bake 2', 'berries', 'campfire', 'cheesecake']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Peppermint Mini Bundt Cakes,6 mini bundt cakes,"[{'main': [' 1 cup granulated sugar ', ' 1 cup all purpose flour ', ' 1/3 cup HERSHEY S Natural Unsweetened Cocoa Powder ', ' 1 teaspoon baking soda ', ' 1/2 teaspoon baking powder ', ' 1/2 teaspoon kosher salt ', ' 1 large egg ', ' 1/2 cup buttermilk ', ' 1/2 cup strong black coffee ', ' 1/4 cup vegetable oil ', ' 1/2 teaspoon pure peppermint extract ']}, {'ganache': [' 1 cup HERSHEY S SPECIAL DARK Baking Chips ', ' 6 tablespoons heavy whipping cream ', ' 1/4 teaspoon pure peppermint extract ', ' crushed candy canes ']}]","['Heat oven to 350 F. Spray the wells of a mini Bundt pan with nonstick cooking spray with flour.', 'This type of baking spray will ensure that your mini Bundt cakes release from the pan with ease.', 'In a large bowl whisk together the sugar flour HERSHEY S Natural Unsweetened Cocoa baking soda baking powder and salt.', 'Add eggs buttermilk coffee oil and peppermint extract.', 'Beat with an electric mixer on medium speed for about two minutes the batter will be thin.', 'Pour batter evenly into prepared mini Bundt cake wells filling each well about 3/4 of the way full.', 'Bake in preheated oven for 16 20 minutes or until wooden toothpick inserted in center comes out clean.', 'Cool 5 minutes remove from pans to wire racks.', 'Cool completely.', 'To Make the Ganache Place HERSHEY S SPECIAL DARK Baking Chips in a heatproof bowl.', 'In a microwave safe bowl heat the heavy cream until it simmers.', 'Do not allow the mixture to boil or you could potentially have a mess on your hands.', 'Pour the hot cream over the chocolate chips and allow it to sit for about 2 minutes.', 'Whisk the cream and chocolate chips until a silky smooth chocolate ganache comes together.', 'Stir in the peppermint extract.', 'Drizzle ganache over the mini Bundt cakes and top with crushed candy canes.']",https://www.mybakingaddiction.com/chocolate-peppermint-mini-bundt-cakes/,"['bundt cake', 'cake', 'chocolate', 'mini desserts', 'bundt cake', 'cake', 'chocolate', 'mini desserts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Whoopie Pies,12 whoopie pies,"[{'cookies': [' 2 cups all purpose flour ', ' 1 teaspoon baking soda ', ' 1 teaspoon baking powder ', ' 2 teaspoons pumpkin pie spice ', ' teaspoon salt ', ' cup granulated white sugar ', ' cup brown sugar packed ', ' cup butter at room temperature ', ' 1 cup canned pumpkin ', ' 1 egg ', ' 1 teaspoon vanilla extract ', ' 1 cup milk chocolate chips ']}, {'filling': [' 4 ounces cream cheese ', ' cup butter at room temperature ', ' 2 teaspoons vanilla extract ', ' 1 2 cups powdered sugar ']}]","['Preheat oven to 350 F. Line cookie sheets with parchment paper.', 'In a medium sized bowl whisk together flour baking soda baking powder pumpkin pie spice and salt.', 'Using a stand mixer beat sugar brown sugar and butter together.', 'Scrape down the sides as needed.', 'Add in pumpkin egg and vanilla extract and beat again.', 'Scrape down the bowl to incorporate everything evenly.', 'Slowly add in dry ingredients and chocolate chips.', 'Stir just until combined.', 'Do not over mix.', 'Scoop out dough balls roughly the size of a heaping tablespoon place them on cookie sheets and bake for 9 11 minutes.', 'Let cool.', 'Beat cream cheese and butter together until smooth.', 'Add vanilla extract and 1 cup of powdered sugar.', 'Continue to slowly add powdered sugar until you reach your desired consistency.', 'Frost the bottoms of half of your cookies to make your cookie sandwiches.', 'Top with a blank cookie and serve.']",https://www.mybakingaddiction.com/pumpkin-whoopie-pies/,"['autumn desserts', 'cookies', 'pumpkin', 'pumpkin pie spice', 'whoopie pies']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chip Cookie S'mores,12 cupcakes,"[{'main': [' 2 cups minus 2 tablespoons cake flour ', ' 1 2/3 cups bread flour ', ' 1 1/4 teaspoons baking soda ', ' 1 1/2 teaspoons baking powder ', ' 1 1/2 teaspoons coarse salt ', ' 2 1/2 sticks unsalted butter ', ' 1 1/4 cups light brown sugar ', ' 1 cup plus 2 tablespoons granulated sugar ', ' 2 large eggs ', ' 2 teaspoons pure vanilla extract ', ' 16 ounces dark chocolate chips ', ' 1/2 cup sprinkles ', ' dark or milk chocolate candy bars ', ' Campfire Red White and Blue Roasters ']}]","['Sift flours baking soda baking powder and salt into a bowl.', 'Set aside.', 'Using a stand mixer fitted with the paddle attachment cream butter and sugars together until very light about 5 minutes.', 'Add eggs one at a time mixing well after each addition.', 'Stir in the vanilla.', 'Reduce speed to low add dry ingredients and mix until just combined 5 to 10 seconds.', 'Add in chocolate chips and sprinkles and mix until incorporated.', 'Press plastic wrap against dough and refrigerate for 24 to 36 hours.', 'Dough may be used in batches and can be refrigerated for up to 72 hours.', 'When ready to bake preheat oven to 350 F .', 'Line a baking sheet with parchment paper or a nonstick baking mat.', 'Set aside.', 'Use a large cookie scoop to scoop dough onto the prepared baking sheet.', 'Bake until golden brown but still soft 14 to 18 minutes.', 'Allow cookies to cool on a wire rack.', 'Repeat with remaining dough or reserve dough refrigerated for baking remaining batches the next day.', 'To assemble the Chocolate Chip Cookie S mores roast a Campfire Red White and Blue Roasters and sandwich it between cookies with a piece of chocolate.']",https://www.mybakingaddiction.com/chocolate-chip-cookie-smores/,"['cookies', 'smores', '4th of july', 'chocolate', 'cookies', 'smores']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moist Banana Cake,12 servings,"[{'main': [' 1 1/2 cups mashed ripe bananas ', ' 2 teaspoons lemon juice ', ' 3 cups all purpose flour ', ' 1 1/2 teaspoons baking soda ', ' 1/4 teaspoon salt ', ' 3/4 cup butter softened ', ' 2 cups sugar ', ' 3 large eggs ', ' 2 teaspoons vanilla ', ' 1 1/2 cups buttermilk ', ' 1/2 cup unsalted butter softened ', ' 8 ounces cream cheese softened ', ' 1 teaspoon vanilla ', ' 3 1/2 cups powdered sugar ']}]","['Preheat oven to 275 F. Grease and flour a 9 x 13 pan.', 'In a small bowl mix mashed bananas with the lemon juice set aside.', 'In a medium bowl mix flour baking soda and salt set aside.', 'In a large bowl with an electric mixer cream 3/4 cup butter and 2 cups sugar until light and fluffy about 3 minutes.', 'Beat in eggs one at a time then stir in 2 teaspoons of vanilla.', 'Beat in the flour mixture alternately with the buttermilk until just combined.', 'Stir in mashed bananas.', 'Pour batter into prepared pan and bake in preheated oven for 60 75 minutes or until toothpick inserted in center comes out clean.', 'This could take longer than 75 minutes depending on your oven.', 'Remove from oven and place directly into the freezer for 45 minutes.', 'This will make the cake extremely moist.', 'For the frosting cream the butter and cream cheese until smooth.', 'Add in 1 teaspoon vanilla and mix until incorporated.', 'Add powdered sugar and beat on low speed until combined then on high speed until frosting is smooth.', 'Spread on cooled cake and devour']",https://www.mybakingaddiction.com/one-very-moist-banana-cake/,"['bananas', 'cake', 'bananas', 'cake', 'desserts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Fritter Cake,9 servings,"[{'filling': [' 12 ounces frozen pitted bing cherries ', ' 1/3 cup dark brown sugar ', ' 1/2 cup water ', ' 2 tablespoons corn starch ']}, {'main': [' 1/3 cup dark brown sugar ', ' 3 tablespoons unsalted butter ', ' 3 tablespoons applesauce ', ' 1 large egg ', ' 1/2 teaspoon almond extract ', ' 1 cup all purpose flour ', ' 1/2 teaspoon baking soda ', ' 1/2 teaspoon baking powder ', ' 1/2 teaspoon kosher salt ', ' 1/2 cup plain Greek yogurt ', ' 1/3 cup sliced almonds ']}, {'frosting': [' 3/4 cup powdered sugar ', ' 2 3 tablespoons whole milk ', ' 1/2 teaspoon vanilla bean paste ']}]","['In a medium skillet add all ingredients and set over medium heat.', 'While it s cooking break some of the cherries in half to create a jam like consistency.', 'Cook for about 10 minutes until the mixture is thick and bubbly.', 'Remove from the heat and set aside.', 'Note you want the mixture to look like pie filling.', 'Preheat your oven to 350 degrees and spray an 8x8 dish with non stick cooking spray set aside.', 'In the bowl of your electric mixer add brown sugar and butter.', 'Mix together until creamed about 3 minutes.', 'Add in applesauce egg and almond extract.', 'Mix until combined.', 'In a medium sized bowl whisk together flour baking soda baking powder and kosher salt.', 'Add dry ingredients to the mixer alternating with the yogurt until fully combined.', 'Spread half the dough in the bottom of your prepared baking dish top with cherry mixture and then top with remaining batter.', 'You will have to carefully spread the batter over the top.', 'It s ok if it doesn t cover it 100 but try to cover the best you can.', 'Sprinkle the top with almonds.', 'Bake for about 35 40 minutes until the cake is fully cooked and lightly browned on the top.', 'Remove from the oven add to cooling rack and pour glaze over the top.', 'Let cool so the glaze hardens and the fruit is set.', 'Right before the cake is about to come out of the oven in a small bowl whisk together all ingredients until smooth.', 'If the mixture is too thick add a little milk to thin it out.', 'If it s too thin add more powdered sugar.']",https://www.mybakingaddiction.com/cherry-fritter-cake/,"['cake', 'cherries', 'summer desserts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Carb Cheesecake,12 servings,"[{'main': [' 2 cups Fisher Chef s Naturals Walnuts ', ' 1 tablespoon sugar substitute ', ' 3 tablespoons butter melted ', ' 4 8 ounce packages cream cheese room temperature ', ' 1 cup sugar substitute ', ' 4 large eggs room temperature ', ' 1/3 cup heavy whipping cream room temperature ', ' 1 tablespoon pure vanilla extract ']}]","['Preheat oven to 350 F. Separate a 9 inch springform pan into two pieces.', 'Line the bottom of the pan with foil fasten on the side piece and spray the inside of the pan with nonstick cooking spray.', 'Tightly wrap the outside bottom and sides of the springform pan with two layers of heavy duty foil.', 'This step prevents leaks when using a water bath.']",https://www.mybakingaddiction.com/low-carb-cheesecake/,"['cheesecake', 'low carb', 'cheesecake', 'low carb']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa Cheesecake,10 servings,"[{'main': [' 1 5.5 ounce package Pepperidge Farm Shortbread Cookies ', ' 1/2 cup shredded sweetened coconut ', ' 5 tablespoons unsalted butter melted ', ' 32 ounces cream cheese room temperature ', ' 1 cup granulated sugar ', ' 4 large eggs room temperature ', ' 1/2 cup heavy cream ', ' 2 teaspoons pure vanilla extract or vanilla bean paste ', ' 2 teaspoons coconut extract ', ' whipped cream ', ' 10 Samoa cookies chopped ', ' 1/3 cup caramel sauce ', ' 1/3 cup semisweet chocolate chips melted ', ' 1/3 cup toasted coconut ']}]","['Preheat oven to 325 F. Tightly wrap a 9 inch springform pan in two layers of heavy duty foil.', 'This step prevents leaks when using a water bath.']",https://www.mybakingaddiction.com/samoa-cheesecake/,"['cheesecake', 'caramel', 'cheesecake', 'coconut']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange Shortbread Cookies,3 dozen cookies,"[{'main': [' 3/4 cup sugar ', ' zest from 2 large oranges ', ' 2 sticks unsalted butter softened ', ' 1 1/2 teaspoons pure vanilla extract ', ' 1 egg ', ' 2 1/2 cups all purpose flour ', ' 3/4 teaspoon salt ', ' coarse sugar for rolling optional ']}]","['In a medium bowl combine the sugar and orange zest.', 'Use a fork to work the zest into the sugar until the sugar becomes moist and fragrant.', 'In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with a hand mixer cream together the butter and sugar until light and fluffy.', 'Add vanilla and egg and beat until incorporated.', 'In a medium bowl whisk together the flour and salt.', 'With the mixer on low gently add dry ingredients into the butter mixture.', 'Mix until ingredients are well combined and a stiff dough is formed.', 'Cut two large pieces of plastic wrap.', 'Divide dough in half placing one half of the dough on each piece of plastic wrap.', 'Use your hands to form two 1 inch diameter logs.', 'Open the plastic wrap and sprinkle logs with sanding sugar  and roll a bit more to coat the logs well in the sugar.', 'Wrap logs tightly in the plastic wrap place on baking sheet and freeze logs for 1 hour or until firm.', 'Preheat oven to 375 F. Line two baking sheets with parchment paper.', 'Remove dough logs from the freezer and remove the plastic wrap.', 'Slice dough into inch thick slices and place on prepared baking sheets 1 inch apart.', 'Bake until cookies are just golden at the edges about 16 18 minutes.', 'Allow cookies to cool on wire racks.', 'Store cookies in an airtight container for up to 4 days.']",https://www.mybakingaddiction.com/orange-shortbread-cookies/,"['citrus', 'cookies', 'citrus', 'cookies', 'orange']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Sugar Cookie Cups with Strawberry Frosting,24 cookie cups,"[{'cookie_cups': [' 2 cups all purpose flour ', ' 1 1/2 teaspoons baking powder ', ' 1/2 teaspoon salt ', ' 1 cup WHOLESOME Organic Cane Sugar ', ' zest of one medium lemon ', ' 1/2 cup unsalted butter room temperature ', ' 1 egg ', ' 2 tablespoons milk ', ' 1 teaspoons vanilla extract ', ' teaspoon lemon extract ']}, {'frosting': [' 1 12.5 ounce container of WHOLESOME Organic Wild White Strawberry Frosting ', ' 1 teaspoon freshly squeezed lemon juice ', ' 1 tablespoon strawberry puree optional ']}]","['Preheat oven to 400 degrees F. Spray a 24 cup mini muffin tin with nonstick cooking spray.', 'In a large bowl whisk together the flour baking powder and salt.', 'In a small bowl combine the sugar and lemon zest and mix with your fingertips until the sugar is fragrant.', 'In a separate large mixing bowl beat the butter and lemon sugar on medium speed until fluffy.', 'In a small bowl whisk together the egg milk and extracts.', 'Add the egg mixture to the butter mixture and mix until combined.', 'With the mixer on low speed gradually add in the flour mixture until just incorporated.', 'Scoop balls of dough with a tablespoon and place one dough ball into each cup of the prepared mini muffin tin.', 'Bake in the preheated oven for 10 12 minutes.', 'Allow cookie cups to cool for about 2 minutes.', 'Gently press a round teaspoon measuring spoon into each cookie cup to create a small indentation.', 'Let the cookies cool for 5 minutes in the pan before removing to finish cooling on a rack.', 'Once the cookie cups have cooled completely pipe or spread the frosting onto each cookie cup.', 'If desired top with a bit of WHOLESOME Organic Cane Sugar for a little sparkle.']",https://www.mybakingaddiction.com/lemon-sugar-cookie-cups-with-strawberry-frosting/,"['cookies', 'cookies', 'easter recipes', 'lemon', 'strawberries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
